year_month,return_year_month,hsi_state,state_kr,allocation_rule_name,weight_069500,weight_114260,weight_153130,turnover,macro_data_available,macro_risk_flag,macro_defense_addon,macro_companion_regime,gdp_data_available,rate_up_flag,fx_up_flag,base_weight_069500,base_weight_114260,base_weight_153130,macro_hsi_overlap_type,overlay_strength,macro_overlay_delta
2015-07,2015-08,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.54125,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2015-08,2015-09,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2015-09,2015-10,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.2,0.45,0.35,0.35,1,0,0.0,neutral,1,0.0,1.0,0.2,0.45,0.35,hsi_risk_only,0.0,0.0
2015-10,2015-11,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.4975,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2015-11,2015-12,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.17500000000000002,0.4575,0.3675,0.5225,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.025
2015-12,2016-01,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4975,0.35074999999999995,0.15175,0.3225,1,1,0.005,neutral,1,0.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0025
2016-01,2016-02,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.5482499999999999,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2016-02,2016-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2016-03,2016-04,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2016-04,2016-05,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2016-05,2016-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.0037500000000000103,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2016-06,2016-07,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19374999999999995,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2016-07,2016-08,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.19999999999999998,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2016-08,2016-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2016-09,2016-10,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19999999999999998,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2016-10,2016-11,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4875,0.35374999999999995,0.15875,0.012499999999999997,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0125
2016-11,2016-12,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4875,0.35374999999999995,0.15875,0.0,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0125
2016-12,2017-01,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69875,0.200375,0.100875,0.21125,1,1,0.005,neutral,1,0.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00125
2017-01,2017-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.001250000000000015,1,0,0.0,neutral,1,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2017-02,2017-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2017-03,2017-04,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2017-04,2017-05,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.006250000000000019,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2017-05,2017-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.006250000000000019,1,0,0.0,neutral,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2017-06,2017-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.006250000000000019,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2017-07,2017-08,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19374999999999995,1,0,0.0,neutral,1,1.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2017-08,2017-09,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.55,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2017-09,2017-10,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.5465,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2017-10,2017-11,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.20249999999999996,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2017-11,2017-12,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.6975,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2017-12,2018-01,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2018-01,2018-02,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.2,0.45,0.35,0.35,1,0,0.0,neutral,1,1.0,0.0,0.2,0.45,0.35,hsi_risk_only,0.0,0.0
2018-02,2018-03,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.35,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2018-03,2018-04,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2018-04,2018-05,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4975,0.35074999999999995,0.15175,0.5482499999999999,1,1,0.005,neutral,1,0.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0025
2018-05,2018-06,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.5482499999999999,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2018-06,2018-07,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2018-07,2018-08,conflict,신호 충돌,hsi_baseline_plus_macro_soft_overlay,0.35,0.4,0.25,0.44999999999999996,1,0,0.0,neutral,1,1.0,0.0,0.35,0.4,0.25,both_relief_or_neutral,0.0,0.0
2018-08,2018-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.35,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2018-09,2018-10,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.20500000000000002,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2018-10,2018-11,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.5465,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2018-11,2018-12,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.55,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2018-12,2019-01,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.2,0.45,0.35,0.3,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.2,0.45,0.35,hsi_risk_only,0.0,0.0
2019-01,2019-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.5,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2019-02,2019-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,1.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2019-03,2019-04,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2019-04,2019-05,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.006250000000000019,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2019-05,2019-06,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.195,0.4515,0.3535,0.49875,1,1,0.005,neutral,1,0.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.005
2019-06,2019-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.505,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2019-07,2019-08,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19999999999999998,1,0,0.0,neutral,1,0.0,1.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2019-08,2019-09,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.2,0.45,0.35,0.3,1,0,0.0,neutral,1,0.0,1.0,0.2,0.45,0.35,hsi_risk_only,0.0,0.0
2019-09,2019-10,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.5,1,0,0.0,neutral,1,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2019-10,2019-11,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2019-11,2019-12,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4975,0.35074999999999995,0.15175,0.19999999999999998,1,1,0.005,neutral,1,0.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0025
2019-12,2020-01,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.20249999999999996,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2020-01,2020-02,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.7,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2020-02,2020-03,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2020-03,2020-04,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2020-04,2020-05,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4975,0.35074999999999995,0.15175,0.5482499999999999,1,1,0.005,neutral,1,0.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0025
2020-05,2020-06,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4975,0.35074999999999995,0.15175,0.0,1,1,0.005,neutral,1,0.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0025
2020-06,2020-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.19999999999999998,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2020-07,2020-08,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.002500000000000009,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2020-08,2020-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2020-09,2020-10,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.002500000000000009,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2020-10,2020-11,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19999999999999998,1,0,0.0,neutral,1,1.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2020-11,2020-12,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.19999999999999998,1,0,0.0,neutral,1,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2020-12,2021-01,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2021-01,2021-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2021-02,2021-03,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19999999999999998,1,0,0.0,neutral,1,1.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
