year_month,score_method_source,risk_ticker,risk_asset_name,hsi_direction,hsi_intensity,positive_count,negative_count,neutral_count,valid_signal_count,state_valid,hsi_state,state_reason,active_signals,score_return,score_ma_pos,score_momentum,score_vol,score_rs_excluded_reason
2013-01,zscore_from_data_pipeline,069500,KODEX 200,-0.104277,0.270175,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.104","score_return, score_ma_pos, score_momentum, score_vol",3.31796767497228,-0.109813273002213,-2.4368881046393693,-4.942338957312657,069500 is benchmark; score_rs excluded from state rule
2013-02,zscore_from_data_pipeline,069500,KODEX 200,-0.407189,0.407189,0,4,0,4,True,risk_relief,"risk relief: direction=-0.407, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-3.5553284218929804,-4.428265103606426,-5.738376752900698,-2.5655737693110714,069500 is benchmark; score_rs excluded from state rule
2013-03,zscore_from_data_pipeline,069500,KODEX 200,-0.090867,0.17795,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.091","score_return, score_ma_pos, score_momentum, score_vol",1.7416577738417098,-1.4238584492985145,-0.1873397102993176,-3.765137602988719,069500 is benchmark; score_rs excluded from state rule
2013-04,zscore_from_data_pipeline,069500,KODEX 200,0.012019,0.087348,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.012","score_return, score_ma_pos, score_momentum, score_vol",1.4540783468364449,0.5332768209872918,-0.4284331361908184,-1.078144716339558,069500 is benchmark; score_rs excluded from state rule
2013-05,zscore_from_data_pipeline,069500,KODEX 200,-0.189488,0.189488,0,4,0,4,True,risk_relief,"risk relief: direction=-0.189, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.506824451767243,-1.636662958785133,-1.0956840420069485,-2.3403570855758264,069500 is benchmark; score_rs excluded from state rule
2013-06,zscore_from_data_pipeline,069500,KODEX 200,0.696568,0.696568,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.697, intensity=0.697, positive=4","score_return, score_ma_pos, score_momentum, score_vol",7.695176565437213,6.010211034552126,7.897204586687964,6.260124607035657,069500 is benchmark; score_rs excluded from state rule
2013-07,zscore_from_data_pipeline,069500,KODEX 200,-0.016493,0.204612,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=-0.016","score_return, score_ma_pos, score_momentum, score_vol",-4.422103351669747,0.3018835215753217,1.8096164191116744,1.6508771206851351,069500 is benchmark; score_rs excluded from state rule
2013-08,zscore_from_data_pipeline,069500,KODEX 200,-0.006507,0.220741,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=-0.007","score_return, score_ma_pos, score_momentum, score_vol",-1.3855647171203442,-3.1594041164803555,3.183853832758963,1.1008277658842225,069500 is benchmark; score_rs excluded from state rule
2013-09,zscore_from_data_pipeline,069500,KODEX 200,-0.502047,0.502047,0,4,0,4,True,risk_relief,"risk relief: direction=-0.502, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.159888605365474,-5.17106545616994,-5.175125573048296,-3.575798489730253,069500 is benchmark; score_rs excluded from state rule
2013-10,zscore_from_data_pipeline,069500,KODEX 200,-0.319451,0.319451,0,4,0,4,True,risk_relief,"risk relief: direction=-0.319, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.872240694761973,-4.179265485082161,-4.398289205973495,-2.3282615371807456,069500 is benchmark; score_rs excluded from state rule
2013-11,zscore_from_data_pipeline,069500,KODEX 200,-0.137406,0.26552,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.137","score_return, score_ma_pos, score_momentum, score_vol",-0.0269788383411114,-4.18835139575101,-3.8431808569082886,2.5622784350480963,069500 is benchmark; score_rs excluded from state rule
2013-12,zscore_from_data_pipeline,069500,KODEX 200,-0.208831,0.279598,1,3,0,4,True,risk_relief,"risk relief: direction=-0.209, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",1.4153423997376096,-2.4415268107747377,-4.049822081890299,-3.277230131397584,069500 is benchmark; score_rs excluded from state rule
2014-01,zscore_from_data_pipeline,069500,KODEX 200,0.271467,0.271467,4,0,0,4,True,risk_warning,"risk warning: direction=0.271, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",4.570026262007655,2.087842517506316,2.4977841173573188,1.7030208657757004,069500 is benchmark; score_rs excluded from state rule
2014-02,zscore_from_data_pipeline,069500,KODEX 200,-0.166049,0.166049,0,3,1,4,True,risk_relief,"risk relief: direction=-0.166, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.0879488714433245,-1.415484919276388,-2.685105964394692,-0.4534267868459286,069500 is benchmark; score_rs excluded from state rule
2014-03,zscore_from_data_pipeline,069500,KODEX 200,-0.102422,0.12801,0,3,1,4,True,neutral_watch,"neutral/watch: direction=-0.102, positive=0, negative=3, neutral=1","score_return, score_ma_pos, score_momentum, score_vol",-1.1512641636153302,-1.9788891218909164,0.5117650530460888,-1.478490813960103,069500 is benchmark; score_rs excluded from state rule
2014-04,zscore_from_data_pipeline,069500,KODEX 200,-0.053346,0.295766,3,1,0,4,True,conflict,"positive=3, negative=1, conflict_ratio=0.25, direction=-0.053","score_return, score_ma_pos, score_momentum, score_vol",1.8169451546418345,1.0797096631640024,1.9517526945045256,-6.9822395697926485,069500 is benchmark; score_rs excluded from state rule
2014-05,zscore_from_data_pipeline,069500,KODEX 200,-0.153504,0.153504,0,3,1,4,True,risk_relief,"risk relief: direction=-0.154, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.8479312693790657,-1.1960628432829683,-0.2040623995712678,-2.892107530903654,069500 is benchmark; score_rs excluded from state rule
2014-06,zscore_from_data_pipeline,069500,KODEX 200,-0.0338,0.101992,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=-0.034","score_return, score_ma_pos, score_momentum, score_vol",1.363836207311809,-0.6020762425219259,-0.1336598828682713,-1.980114160723181,069500 is benchmark; score_rs excluded from state rule
2014-07,zscore_from_data_pipeline,069500,KODEX 200,-0.518655,0.518655,0,4,0,4,True,risk_relief,"risk relief: direction=-0.519, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-3.995028229927682,-5.8396095722266725,-6.269295423068804,-4.642286382556407,069500 is benchmark; score_rs excluded from state rule
2014-08,zscore_from_data_pipeline,069500,KODEX 200,0.065932,0.203889,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.066","score_return, score_ma_pos, score_momentum, score_vol",3.978107628743433,-0.0834506430686417,1.418307961676434,-2.675696427904006,069500 is benchmark; score_rs excluded from state rule
2014-09,zscore_from_data_pipeline,069500,KODEX 200,0.241347,0.566484,3,1,0,4,True,risk_warning,"risk warning: direction=0.241, positive=3, negative=1","score_return, score_ma_pos, score_momentum, score_vol",6.335253238615014,5.6530073894790025,4.168354773746575,-6.5027433526325655,069500 is benchmark; score_rs excluded from state rule
2014-10,zscore_from_data_pipeline,069500,KODEX 200,0.366722,0.366722,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.367, intensity=0.367, positive=4","score_return, score_ma_pos, score_momentum, score_vol",1.0584573445878702,2.741327901769948,7.044260207091748,3.8248300116938334,069500 is benchmark; score_rs excluded from state rule
2014-11,zscore_from_data_pipeline,069500,KODEX 200,-0.117383,0.286545,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.117","score_return, score_ma_pos, score_momentum, score_vol",-2.5319530785937348,-0.7631822414136233,3.3832364561020984,-4.783435298568507,069500 is benchmark; score_rs excluded from state rule
2014-12,zscore_from_data_pipeline,069500,KODEX 200,0.267488,0.267488,4,0,0,4,True,risk_warning,"risk warning: direction=0.267, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",1.9700866143476512,2.247982784219396,5.285817411244541,1.1956385730298107,069500 is benchmark; score_rs excluded from state rule
2015-01,zscore_from_data_pipeline,069500,KODEX 200,-0.140495,0.314855,1,3,0,4,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.140","score_return, score_ma_pos, score_momentum, score_vol",-4.162329106534704,-3.3935981256568946,-1.5510702134427554,3.4871902756421203,069500 is benchmark; score_rs excluded from state rule
2015-02,zscore_from_data_pipeline,069500,KODEX 200,-0.254525,0.319233,0,2,2,4,True,risk_relief,"risk relief: direction=-0.255, negative=2, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.4119372629952411,-2.7475424973200475,0.8822285402750775,-8.727619796001466,069500 is benchmark; score_rs excluded from state rule
2015-03,zscore_from_data_pipeline,069500,KODEX 200,-0.203502,0.228892,0,3,1,4,True,risk_relief,"risk relief: direction=-0.204, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.2978378026824449,-4.004652261483086,-3.3453868867016645,0.5078141550456531,069500 is benchmark; score_rs excluded from state rule
2015-04,zscore_from_data_pipeline,069500,KODEX 200,-0.5711,0.5711,0,4,0,4,True,risk_relief,"risk relief: direction=-0.571, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.563800116162787,-5.797702034378495,-8.63734880003072,-1.8451578513262403,069500 is benchmark; score_rs excluded from state rule
2015-05,zscore_from_data_pipeline,069500,KODEX 200,0.242182,0.356798,2,1,1,4,True,risk_warning,"risk warning: direction=0.242, positive=2, negative=1","score_return, score_ma_pos, score_momentum, score_vol",4.702484441950017,-0.5198797754483144,-1.7724524911058126,7.277108662650572,069500 is benchmark; score_rs excluded from state rule
2015-06,zscore_from_data_pipeline,069500,KODEX 200,0.117214,0.172874,3,1,0,4,True,conflict,"positive=3, negative=1, conflict_ratio=0.25, direction=0.117","score_return, score_ma_pos, score_momentum, score_vol",2.050329773209433,2.6220175165612822,1.1294274146873362,-1.1131966351968816,069500 is benchmark; score_rs excluded from state rule
2015-07,zscore_from_data_pipeline,069500,KODEX 200,0.566227,0.566227,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.566, intensity=0.566, positive=4","score_return, score_ma_pos, score_momentum, score_vol",5.415500474199972,5.247127016167235,6.388924725052137,5.597515692755437,069500 is benchmark; score_rs excluded from state rule
2015-08,zscore_from_data_pipeline,069500,KODEX 200,0.675298,0.675298,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.675, intensity=0.675, positive=4","score_return, score_ma_pos, score_momentum, score_vol",4.872648585658778,5.932394768765208,6.930943085056624,9.27592214924571,069500 is benchmark; score_rs excluded from state rule
2015-09,zscore_from_data_pipeline,069500,KODEX 200,0.202433,0.363101,2,1,1,4,True,risk_warning,"risk warning: direction=0.202, positive=2, negative=1","score_return, score_ma_pos, score_momentum, score_vol",-3.2133728010970817,0.8711612936351275,1.852006912838296,8.587512378182112,069500 is benchmark; score_rs excluded from state rule
2015-10,zscore_from_data_pipeline,069500,KODEX 200,-0.389054,0.389054,0,4,0,4,True,risk_relief,"risk relief: direction=-0.389, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.602473460962811,-5.049842278550345,-1.6427804654935412,-3.267068991458577,069500 is benchmark; score_rs excluded from state rule
2015-11,zscore_from_data_pipeline,069500,KODEX 200,0.126241,0.18315,2,0,2,4,True,neutral_watch,"neutral/watch: direction=0.126, positive=2, negative=0, neutral=2","score_return, score_ma_pos, score_momentum, score_vol",2.591993012586808,-0.7022010049788083,-0.4359817098227556,3.595820025143933,069500 is benchmark; score_rs excluded from state rule
2015-12,zscore_from_data_pipeline,069500,KODEX 200,0.073532,0.106681,2,0,2,4,True,neutral_watch,"neutral/watch: direction=0.074, positive=2, negative=0, neutral=2","score_return, score_ma_pos, score_momentum, score_vol",2.316704234952116,-0.1702495842458316,-0.4927127797553433,1.28755785222842,069500 is benchmark; score_rs excluded from state rule
2016-01,zscore_from_data_pipeline,069500,KODEX 200,0.409822,0.409822,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.410, intensity=0.410, positive=4","score_return, score_ma_pos, score_momentum, score_vol",3.5051504976529406,1.512363778174577,3.760834402426255,7.614522476438021,069500 is benchmark; score_rs excluded from state rule
2016-02,zscore_from_data_pipeline,069500,KODEX 200,-0.087599,0.243786,1,3,0,4,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.088","score_return, score_ma_pos, score_momentum, score_vol",-2.7270242800233224,-1.1758104587829683,-2.724874112974507,3.1237400803592674,069500 is benchmark; score_rs excluded from state rule
2016-03,zscore_from_data_pipeline,069500,KODEX 200,-0.455626,0.455626,0,4,0,4,True,risk_relief,"risk relief: direction=-0.456, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.757238715246463,-4.249651379088146,-3.5215541291068506,-7.696606867224435,069500 is benchmark; score_rs excluded from state rule
2016-04,zscore_from_data_pipeline,069500,KODEX 200,-0.178352,0.178352,0,3,1,4,True,risk_relief,"risk relief: direction=-0.178, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.0367589753314592,-2.6834284209399413,-2.9152851632557173,-1.498605157903696,069500 is benchmark; score_rs excluded from state rule
2016-05,zscore_from_data_pipeline,069500,KODEX 200,-0.232504,0.236953,0,3,1,4,True,risk_relief,"risk relief: direction=-0.233, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.0889938878277513,-2.5667949789728626,-2.370896938277237,-4.451451089552955,069500 is benchmark; score_rs excluded from state rule
2016-06,zscore_from_data_pipeline,069500,KODEX 200,0.015039,0.225086,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=0.015","score_return, score_ma_pos, score_momentum, score_vol",-0.5326121607900678,-1.959760568934044,-1.7085684549737397,4.802488545382886,069500 is benchmark; score_rs excluded from state rule
2016-07,zscore_from_data_pipeline,069500,KODEX 200,-0.354979,0.354979,0,4,0,4,True,risk_relief,"risk relief: direction=-0.355, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.269090434400104,-3.99898593750418,-5.892092772623087,-2.0389921207226727,069500 is benchmark; score_rs excluded from state rule
2016-08,zscore_from_data_pipeline,069500,KODEX 200,-0.340344,0.340344,0,4,0,4,True,risk_relief,"risk relief: direction=-0.340, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.3877015756277626,-3.082816853535558,-4.935392550492,-4.207836716904271,069500 is benchmark; score_rs excluded from state rule
2016-09,zscore_from_data_pipeline,069500,KODEX 200,-0.049097,0.190211,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=-0.049","score_return, score_ma_pos, score_momentum, score_vol",1.509446537491224,-1.4132939786463108,-3.3728689791379973,1.3128419701506175,069500 is benchmark; score_rs excluded from state rule
2016-10,zscore_from_data_pipeline,069500,KODEX 200,0.022535,0.16529,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.023","score_return, score_ma_pos, score_momentum, score_vol",1.7818304547028816,1.1972633089108935,0.7774012589551158,-2.8551096789205603,069500 is benchmark; score_rs excluded from state rule
2016-11,zscore_from_data_pipeline,069500,KODEX 200,0.028318,0.068053,0,0,4,4,True,neutral_watch,"neutral/watch: direction=0.028, positive=0, negative=0, neutral=4","score_return, score_ma_pos, score_momentum, score_vol",-0.7946972178797187,0.7771577652451858,0.2860859071516339,0.8641641346425069,069500 is benchmark; score_rs excluded from state rule
2016-12,zscore_from_data_pipeline,069500,KODEX 200,-0.407481,0.407481,0,4,0,4,True,risk_relief,"risk relief: direction=-0.407, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-4.44040321277962,-3.259608203121436,-3.9471112300281823,-4.652110638914014,069500 is benchmark; score_rs excluded from state rule
2017-01,zscore_from_data_pipeline,069500,KODEX 200,-0.43027,0.43027,0,4,0,4,True,risk_relief,"risk relief: direction=-0.430, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-3.746973735385081,-5.346268687514158,-4.9909884286740365,-3.1265681316967764,069500 is benchmark; score_rs excluded from state rule
2017-02,zscore_from_data_pipeline,069500,KODEX 200,-0.212718,0.295179,1,3,0,4,True,risk_relief,"risk relief: direction=-0.213, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",1.6492098277699254,-1.6853641056416917,-2.826902311275762,-5.64567409692871,069500 is benchmark; score_rs excluded from state rule
2017-03,zscore_from_data_pipeline,069500,KODEX 200,-0.507495,0.507495,0,4,0,4,True,risk_relief,"risk relief: direction=-0.507, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.679512090833486,-5.114287855133387,-5.852312382268127,-3.6536836200478575,069500 is benchmark; score_rs excluded from state rule
2017-04,zscore_from_data_pipeline,069500,KODEX 200,-0.451542,0.451542,0,4,0,4,True,risk_relief,"risk relief: direction=-0.452, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.093543103125345,-7.02381574226396,-5.9814603345165205,-2.9628706851935886,069500 is benchmark; score_rs excluded from state rule
2017-05,zscore_from_data_pipeline,069500,KODEX 200,-0.550409,0.705343,1,3,0,4,True,risk_relief,"risk relief: direction=-0.550, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-7.179510949486424,-7.935530911837551,-10.0,3.098693626808525,069500 is benchmark; score_rs excluded from state rule
2017-06,zscore_from_data_pipeline,069500,KODEX 200,-0.341243,0.341243,0,3,1,4,True,risk_relief,"risk relief: direction=-0.341, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.9620879282448532,-4.73456311507262,-6.26895733061803,-1.6841031220007143,069500 is benchmark; score_rs excluded from state rule
2017-07,zscore_from_data_pipeline,069500,KODEX 200,0.014822,0.169839,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.015","score_return, score_ma_pos, score_momentum, score_vol",2.682985721833865,0.5925200170335888,-3.1003430867064106,0.4177288144254103,069500 is benchmark; score_rs excluded from state rule
2017-08,zscore_from_data_pipeline,069500,KODEX 200,0.436644,0.436644,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.437, intensity=0.437, positive=4","score_return, score_ma_pos, score_momentum, score_vol",7.055688386004055,4.839276567678915,2.1353117315429344,3.435502957907855,069500 is benchmark; score_rs excluded from state rule
2017-09,zscore_from_data_pipeline,069500,KODEX 200,0.043978,0.12127,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.044","score_return, score_ma_pos, score_momentum, score_vol",-1.5458433232722872,1.5057857297761312,1.0153420367010038,0.7838457521239806,069500 is benchmark; score_rs excluded from state rule
2017-10,zscore_from_data_pipeline,069500,KODEX 200,-0.258642,0.26438,0,3,1,4,True,risk_relief,"risk relief: direction=-0.259, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-4.64399591023067,-3.070207888967801,-2.746236609403108,0.1147634067092879,069500 is benchmark; score_rs excluded from state rule
2017-11,zscore_from_data_pipeline,069500,KODEX 200,0.545254,0.545254,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.545, intensity=0.545, positive=3","score_return, score_ma_pos, score_momentum, score_vol",8.544413662298838,6.7754316903676015,5.81612803246089,0.674197950129205,069500 is benchmark; score_rs excluded from state rule
2017-12,zscore_from_data_pipeline,069500,KODEX 200,0.569747,0.569747,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.570, intensity=0.570, positive=4","score_return, score_ma_pos, score_momentum, score_vol",3.981094635540651,4.8048024923814365,5.429238900767994,8.574743496671392,069500 is benchmark; score_rs excluded from state rule
2018-01,zscore_from_data_pipeline,069500,KODEX 200,0.255661,0.255661,3,0,1,4,True,risk_warning,"risk warning: direction=0.256, positive=3, negative=0","score_return, score_ma_pos, score_momentum, score_vol",0.1405175024119919,2.025649432450709,5.05795331738299,3.002302486154042,069500 is benchmark; score_rs excluded from state rule
2018-02,zscore_from_data_pipeline,069500,KODEX 200,0.918214,0.918214,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.918, intensity=0.918, positive=4","score_return, score_ma_pos, score_momentum, score_vol",9.840936731338807,7.805365774288488,9.082244563017264,10.0,069500 is benchmark; score_rs excluded from state rule
2018-03,zscore_from_data_pipeline,069500,KODEX 200,0.412582,0.412582,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.413, intensity=0.413, positive=3","score_return, score_ma_pos, score_momentum, score_vol",0.6661909190138406,5.686707791339285,4.7472643923412585,5.403101565161032,069500 is benchmark; score_rs excluded from state rule
2018-04,zscore_from_data_pipeline,069500,KODEX 200,0.096517,0.183857,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.097","score_return, score_ma_pos, score_momentum, score_vol",-1.7468011230034772,0.7340740742918008,4.73934680976218,0.1340533590378995,069500 is benchmark; score_rs excluded from state rule
2018-05,zscore_from_data_pipeline,069500,KODEX 200,0.39405,0.445097,3,1,0,4,True,accident_zone,"strong risk direction: direction=0.394, intensity=0.445, positive=3","score_return, score_ma_pos, score_momentum, score_vol",5.328099727142723,5.167948150661095,6.286901988420955,-1.0209330598837896,069500 is benchmark; score_rs excluded from state rule
2018-06,zscore_from_data_pipeline,069500,KODEX 200,0.485679,0.485679,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.486, intensity=0.486, positive=3","score_return, score_ma_pos, score_momentum, score_vol",4.0557691133251055,7.383577189287067,7.120599215387617,0.8672197983527813,069500 is benchmark; score_rs excluded from state rule
2018-07,zscore_from_data_pipeline,069500,KODEX 200,0.013344,0.41413,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=0.013","score_return, score_ma_pos, score_momentum, score_vol",-2.062393817335459,3.3696135039057658,5.179867404049029,-5.953337243482066,069500 is benchmark; score_rs excluded from state rule
2018-08,zscore_from_data_pipeline,069500,KODEX 200,-0.086159,0.234135,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.086","score_return, score_ma_pos, score_momentum, score_vol",-2.7895548780196187,0.0006556294632893,2.9588573879220856,-3.616325214225107,069500 is benchmark; score_rs excluded from state rule
2018-09,zscore_from_data_pipeline,069500,KODEX 200,-0.117962,0.159827,0,3,1,4,True,neutral_watch,"neutral/watch: direction=-0.118, positive=0, negative=3, neutral=1","score_return, score_ma_pos, score_momentum, score_vol",-1.6871362182298273,-1.4615846341664067,0.8372985615335207,-2.407044633838999,069500 is benchmark; score_rs excluded from state rule
2018-10,zscore_from_data_pipeline,069500,KODEX 200,0.946661,0.946661,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.947, intensity=0.947, positive=4","score_return, score_ma_pos, score_momentum, score_vol",10.0,10.0,9.846853581415663,8.019598870534391,069500 is benchmark; score_rs excluded from state rule
2018-11,zscore_from_data_pipeline,069500,KODEX 200,0.058974,0.231772,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=0.059","score_return, score_ma_pos, score_momentum, score_vol",-1.2120031130366913,1.9989368800421567,3.815975208988152,-2.243961937437016,069500 is benchmark; score_rs excluded from state rule
2018-12,zscore_from_data_pipeline,069500,KODEX 200,0.256639,0.256639,4,0,0,4,True,risk_warning,"risk warning: direction=0.257, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",1.9424349375959888,1.5263784950565893,5.52933288594185,1.2674011078231966,069500 is benchmark; score_rs excluded from state rule
2019-01,zscore_from_data_pipeline,069500,KODEX 200,-0.783788,0.783788,0,4,0,4,True,risk_relief,"risk relief: direction=-0.784, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-10.0,-10.0,-10.0,-1.3515344127413944,069500 is benchmark; score_rs excluded from state rule
2019-02,zscore_from_data_pipeline,069500,KODEX 200,-0.367511,0.367511,0,4,0,4,True,risk_relief,"risk relief: direction=-0.368, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.57177120269461,-5.545272241416043,-5.9794316987165725,-1.6039709010911951,069500 is benchmark; score_rs excluded from state rule
2019-03,zscore_from_data_pipeline,069500,KODEX 200,-0.15681,0.23138,1,3,0,4,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.157","score_return, score_ma_pos, score_momentum, score_vol",1.491398830438858,-2.8114948257703065,-2.7096357658046832,-2.242680624867731,069500 is benchmark; score_rs excluded from state rule
2019-04,zscore_from_data_pipeline,069500,KODEX 200,-0.287731,0.287731,0,4,0,4,True,risk_relief,"risk relief: direction=-0.288, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.5594861915221017,-3.2235900768953343,-5.512896757496774,-1.2132692065007462,069500 is benchmark; score_rs excluded from state rule
2019-05,zscore_from_data_pipeline,069500,KODEX 200,0.27855,0.27855,3,0,1,4,True,risk_warning,"risk warning: direction=0.279, positive=3, negative=0","score_return, score_ma_pos, score_momentum, score_vol",6.383605307385558,2.8981405014884216,1.3864025350000928,0.4738650592899671,069500 is benchmark; score_rs excluded from state rule
