year_month,ticker,hsi_state,state_kr,hsi_direction,state_valid,score_return,call_rate,cd91_rate,corp_aa3y_rate,gov1y_rate,gov3y_rate,gov10y_rate,corp_bbb3y_rate,cp91_rate,rp_rate,rate_level,rate_source,rate_change_1m,rate_up_flag,rate_z,term_spread_10y_1y,credit_spread_aa_gov3y,cp_cd_spread,usdkrw,jpykrw_100,eurkrw,usdkrw_return_1m,usdkrw_change_1m,fx_up_flag,fx_z,gdp_level_billion_krw,gdp_growth_decimal,gdp_growth_decimal_lagged,gdp_growth_pct_lagged,gdp_unit_detected,gdp_growth_band,gdp_below_2_flag,gdp_stable_2_3_flag,rate_fx_departure,rate_fx_risk_departure_flag,rate_fx_relief_departure_flag,policy_growth_pressure_flag,macro_defense_addon,macro_relief_addon,macro_companion_regime,macro_data_available,gdp_data_available,macro_companion_regime_filled,gdp_availability_status,hsi_risk_flag,hsi_relief_flag,macro_risk_flag,macro_relief_flag,hsi_macro_overlap_type,hsi_macro_risk_agreement_flag,hsi_macro_disagreement_flag
2014-03,069500,neutral_watch,중립 관찰,-0.0819411069258524,True,-1.151241335427687,2.49,2.65,3.3,2.658,2.87,3.518,8.995,2.75,2.57,2.87,gov3y_rate,0.02,1.0,0.0,0.8599999999999999,0.4299999999999997,0.1,1068.8,1038.73,1469.39,0.0010302519434297,1.099999999999909,1.0,0.0,425653.1,-0.0693501284184708,,,decimal_as_is,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,neutral,gdp_unavailable,0,0,0,0,no_risk_overlap,0,0
2014-04,069500,risk_relief,위험 완화 우세,-0.042675892490715,True,1.816956043772845,2.5,2.65,3.298,2.656,2.873,3.527,8.991,2.75,2.57,2.873,gov3y_rate,0.0030000000000001,1.0,0.0,0.871,0.4249999999999998,0.1,1031.7,1005.31,1425.04,-0.0347118263473053,-37.09999999999991,0.0,0.0,425653.1,-0.0693501284184708,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2014-05,069500,risk_relief,위험 완화 우세,-0.1228045937799125,True,-1.847939207432745,2.49,2.65,3.24,2.638,2.816,3.338,8.934,2.73,2.57,2.816,gov3y_rate,-0.0570000000000003,0.0,0.0,0.7000000000000002,0.4240000000000004,0.08,1021.6,1004.18,1389.63,-0.0097896675390133,-10.100000000000025,0.0,0.0,425653.1,-0.0693501284184708,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2014-06,069500,neutral_watch,중립 관찰,-0.0270444148162269,True,1.363801404572393,2.49,2.65,3.1,2.579,2.681,3.17,8.792,2.71,2.57,2.681,gov3y_rate,-0.1349999999999998,0.0,0.0,0.5909999999999997,0.419,0.06,1014.4,1000.0,1384.15,-0.0070477682067345,-7.2000000000000455,0.0,0.0,447905.8,0.0522789567373056,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0
2014-07,069500,risk_relief,위험 완화 우세,-0.4149218900336084,True,-3.995039846365795,2.49,2.65,2.92,2.423,2.515,3.052,8.625,2.7,2.57,2.515,gov3y_rate,-0.1659999999999999,0.0,0.0,0.629,0.4049999999999998,0.0500000000000002,1024.3,995.72,1371.84,0.0097594637223974,9.899999999999975,1.0,0.0,447905.8,0.0522789567373056,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2014-08,069500,neutral_watch,중립 관찰,0.0527379016096404,True,3.978132327334589,2.24,2.4,2.884,2.359,2.511,3.034,8.622,2.42,2.32,2.511,gov3y_rate,-0.004,0.0,0.0,0.6749999999999998,0.3729999999999998,0.02,1013.6,977.58,1336.23,-0.0104461583520452,-10.699999999999932,0.0,0.0,447905.8,0.0522789567373056,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0
2014-09,069500,accident_zone,강한 위험 구간,0.193083899983285,True,6.33516352484672,2.24,2.35,2.68,2.207,2.297,2.854,8.428,2.41,2.32,2.297,gov3y_rate,-0.2139999999999999,0.0,0.0,0.6470000000000002,0.383,0.06,1050.6,960.24,1333.32,0.0365035516969216,36.999999999999886,1.0,0.0,445193.0,-0.0060566306576069,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1
2014-10,069500,accident_zone,강한 위험 구간,0.2933740862369918,True,1.058412581603242,1.97,2.14,2.487,2.074,2.138,2.645,8.244,2.23,2.07,2.138,gov3y_rate,-0.1590000000000002,0.0,0.0,0.5710000000000002,0.3490000000000002,0.0899999999999998,1054.0,964.05,1328.78,0.0032362459546926,3.400000000000091,1.0,0.0,445193.0,-0.0060566306576069,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2014-11,069500,risk_relief,위험 완화 우세,-0.0939076007844749,True,-2.531981727591238,1.99,2.13,2.392,2.008,2.074,2.589,8.2,2.23,2.07,2.074,gov3y_rate,-0.064,0.0,0.0,0.581,0.318,0.1,1101.1,933.85,1372.19,0.0446869070208728,47.09999999999991,1.0,0.0,445193.0,-0.0060566306576069,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,1,1,0,macro_risk_only,0,1
2014-12,069500,risk_warning,위험 악화 우세,0.2139829302647789,True,1.970027037626278,2.01,2.13,2.433,2.069,2.099,2.597,8.261,2.33,2.07,2.099,gov3y_rate,0.0250000000000003,1.0,0.0,0.528,0.3339999999999996,0.2000000000000001,1098.2,910.01,1334.97,-0.002633729906457,-2.899999999999864,0.0,0.0,469222.9,0.0539763653067322,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2015-01,069500,risk_relief,위험 완화 우세,-0.1123818121082536,True,-4.162284326062073,2.0,2.12,2.274,1.962,1.97,2.24,8.142,2.23,2.07,1.97,gov3y_rate,-0.1290000000000002,0.0,0.0,0.2780000000000002,0.304,0.1099999999999998,1090.8,921.36,1235.66,-0.0067382990347842,-7.400000000000091,0.0,0.0,469222.9,0.0539763653067322,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2015-02,069500,risk_relief,위험 완화 우세,-0.2036221086337012,True,0.4119503470043598,1.99,2.1,2.291,1.997,2.034,2.353,8.197,2.23,2.07,2.034,gov3y_rate,0.0639999999999998,1.0,1.7073440690290496,0.3560000000000001,0.2570000000000001,0.1299999999999999,1099.2,920.72,1230.66,0.0077007700770077,8.400000000000091,1.0,0.3081818201044174,469222.9,0.0539763653067322,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.9999999995038517,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,1,1,0,macro_risk_only,0,1
2015-03,069500,risk_relief,위험 완화 우세,-0.1627975271702166,True,-1.297731852482877,1.74,1.85,1.992,1.722,1.721,2.16,7.887,1.88,1.82,1.721,gov3y_rate,-0.3129999999999997,0.0,-2.834024777797518,0.4380000000000001,0.2709999999999999,0.0299999999999998,1105.0,920.26,1196.77,0.0052765647743813,5.7999999999999545,1.0,0.1782108329649477,436985.1,-0.0687046604076656,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.8816753691052234,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2015-04,069500,risk_relief,위험 완화 우세,-0.4568921078045211,True,-6.563829957486325,1.74,1.8,2.08,1.756,1.843,2.414,7.989,1.87,1.82,1.843,gov3y_rate,0.1219999999999998,1.0,1.913413707179742,0.6580000000000001,0.2370000000000001,0.07,1068.1,897.22,1187.03,-0.0333936651583711,-36.90000000000009,0.0,-1.780373252414141,436985.1,-0.0687046604076656,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.036017360011529,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2015-05,069500,risk_warning,위험 악화 우세,0.193740913446028,True,4.702460010499188,1.74,1.8,2.006,1.687,1.745,2.308,7.917,1.86,1.8,1.745,gov3y_rate,-0.0979999999999998,0.0,-0.2490703234435256,0.6209999999999998,0.2609999999999997,0.06,1108.0,894.63,1215.2,0.0373560528040446,39.90000000000009,1.0,1.7893078387361478,436985.1,-0.0687046604076656,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.7556191206885773,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2015-06,069500,neutral_watch,중립 관찰,0.0937720081625135,True,2.050369399188028,1.5,1.65,2.007,1.61,1.793,2.451,7.917,1.69,1.55,1.793,gov3y_rate,0.0479999999999998,1.0,1.0600480722977257,0.841,0.2140000000000002,0.04,1124.1,917.15,1260.51,0.0145306859205776,16.09999999999991,1.0,0.5617772701442733,456539.0,0.0447472922989822,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999993834108,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,0,0,1,0,macro_risk_only,0,1
2015-07,069500,accident_zone,강한 위험 구간,0.452979202049314,True,5.415477617098098,1.5,1.64,2.01,1.601,1.768,2.428,7.933,1.69,1.55,1.768,gov3y_rate,-0.0249999999999999,0.0,0.3464459369134741,0.827,0.2419999999999997,0.05,1166.3,939.28,1275.41,0.0375411440263322,42.200000000000045,1.0,1.5860531655972914,456539.0,0.0447472922989822,0.0447472922989822,4.47472922989822,decimal_as_is,strong_above_3,0.0,0.0,0.9999999994825352,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1
2015-08,069500,accident_zone,강한 위험 구간,0.540239314605773,True,4.872636987143923,1.52,1.63,1.994,1.594,1.735,2.295,7.925,1.69,1.55,1.735,gov3y_rate,-0.0329999999999999,0.0,0.2629753903587427,0.7009999999999998,0.2589999999999999,0.06,1176.3,970.06,1317.28,0.0085741232958929,10.0,1.0,0.175090492610408,456539.0,0.0447472922989822,0.0447472922989822,4.47472922989822,decimal_as_is,strong_above_3,0.0,0.0,0.9999999977172382,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1
2015-09,069500,risk_warning,위험 악화 우세,0.1619513587650515,True,-3.213310065218819,1.49,1.59,1.893,1.522,1.568,2.061,7.813,1.68,1.55,1.568,gov3y_rate,-0.167,0.0,-1.0017255258403124,0.5389999999999999,0.3249999999999999,0.0899999999999998,1194.5,996.79,1343.93,0.0154722434753038,18.200000000000045,1.0,0.4804178895444211,460592.4,0.0088785404970879,0.0447472922989822,4.47472922989822,decimal_as_is,strong_above_3,0.0,0.0,0.3517255014143454,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1
2015-10,069500,risk_relief,위험 완화 우세,-0.3112474560150506,True,-5.602507907132656,1.5,1.57,2.003,1.573,1.657,2.111,7.944,1.71,1.55,1.657,gov3y_rate,0.0889999999999999,1.0,1.45270849583656,0.5380000000000003,0.3460000000000001,0.1399999999999999,1142.3,944.09,1254.76,-0.0437002930096275,-52.200000000000045,0.0,-2.248449271894186,460592.4,0.0088785404970879,0.0088785404970879,0.8878540497087899,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.2149977995481432,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2015-11,069500,risk_warning,위험 악화 우세,0.100989613756827,True,2.59203525965709,1.5,1.66,2.168,1.664,1.785,2.247,8.117,1.82,1.55,1.785,gov3y_rate,0.1279999999999999,1.0,1.7074218637123375,0.583,0.3830000000000002,0.1600000000000001,1150.4,936.73,1218.33,0.0070909568414603,8.100000000000136,1.0,0.1728844561865264,460592.4,0.0088785404970879,0.0088785404970879,0.8878540497087899,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999994681718,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2015-12,069500,neutral_watch,중립 관찰,0.0588279521768391,True,2.316760225266233,1.49,1.67,2.113,1.629,1.662,2.076,8.057,1.91,1.55,1.662,gov3y_rate,-0.123,0.0,-0.6445424141821274,0.447,0.451,0.24,1167.7,968.97,1275.54,0.0150382475660639,17.299999999999955,1.0,0.5110935725916932,486072.5,0.0553202788409012,0.0088785404970879,0.8878540497087899,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.1154765367315236,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,0,1,0,macro_risk_only,0,1
2016-01,069500,accident_zone,강한 위험 구간,0.3278538710647015,True,3.505162113859343,1.5,1.65,2.038,1.55,1.564,1.979,7.986,1.8,1.55,1.564,gov3y_rate,-0.0979999999999998,0.0,-0.4020144629701984,0.429,0.4739999999999997,0.1500000000000001,1208.4,1017.13,1322.17,0.0348548428534727,40.700000000000045,1.0,1.3654114403702704,486072.5,0.0553202788409012,0.0553202788409012,5.5320278840901205,decimal_as_is,strong_above_3,0.0,0.0,0.5450847897126258,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1
2016-02,069500,risk_relief,위험 완화 우세,-0.0700732576254579,True,-2.726975768832418,1.52,1.63,1.939,1.463,1.454,1.786,7.895,1.71,1.55,1.454,gov3y_rate,-0.1100000000000001,0.0,-0.5016671949176196,0.3229999999999999,0.4850000000000001,0.08,1235.4,1085.83,1348.32,0.022343594836147,27.0,1.0,0.7478334582538059,486072.5,0.0553202788409012,0.0553202788409012,5.5320278840901205,decimal_as_is,strong_above_3,0.0,0.0,0.197011712250303,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2016-03,069500,risk_relief,위험 완화 우세,-0.3645033817091541,True,-2.757282038533483,1.53,1.61,1.932,1.485,1.444,1.793,7.914,1.7,1.55,1.444,gov3y_rate,-0.01,0.0,0.434689202011123,0.3079999999999998,0.488,0.0899999999999998,1153.5,1026.02,1307.43,-0.0662943176299175,-81.90000000000009,0.0,-3.130111116803585,450098.9,-0.0740087126920366,0.0553202788409012,5.5320278840901205,decimal_as_is,strong_above_3,0.0,0.0,0.7561214298063588,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2016-04,069500,risk_relief,위험 완화 우세,-0.1426820660455692,True,-0.0367270228354895,1.5,1.61,1.915,1.486,1.453,1.794,7.929,1.68,1.55,1.453,gov3y_rate,0.0090000000000001,1.0,0.6035056869815857,0.308,0.4619999999999999,0.0699999999999998,1143.9,1058.19,1298.38,-0.0083224967490246,-9.599999999999907,0.0,-0.422412245318616,450098.9,-0.0740087126920366,-0.0740087126920366,-7.40087126920366,decimal_as_is,contraction_below_0,1.0,0.0,0.1765184482938349,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2016-05,069500,risk_relief,위험 완화 우세,-0.1860044192776616,True,0.0889829258800839,1.48,1.56,1.949,1.511,1.496,1.811,7.984,1.66,1.55,1.496,gov3y_rate,0.0429999999999999,1.0,0.9120742501052472,0.3,0.453,0.0999999999999998,1190.6,1072.76,1326.8,0.0408252469621468,46.69999999999982,1.0,1.4655068111348426,450098.9,-0.0740087126920366,-0.0740087126920366,-7.40087126920366,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999995794044,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2016-06,069500,neutral_watch,중립 관찰,0.0120335129274147,True,-0.5326353246814379,1.23,1.37,1.689,1.291,1.247,1.469,7.747,1.51,1.3,1.247,gov3y_rate,-0.2489999999999999,0.0,-1.9060090604663316,0.1780000000000001,0.4419999999999999,0.1399999999999999,1164.7,1132.15,1295.5,-0.0217537376112882,-25.899999999999864,0.0,-0.9603567799746562,474126.6,0.0533831564573918,-0.0740087126920366,-7.40087126920366,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999996511262,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,0,0,1,no_risk_overlap,0,0
2016-07,069500,risk_relief,위험 완화 우세,-0.2839857343857208,True,-2.269089783247867,1.24,1.36,1.642,1.253,1.216,1.386,7.719,1.51,1.3,1.216,gov3y_rate,-0.0310000000000001,0.0,0.2315792572825826,0.133,0.4259999999999999,0.1499999999999999,1125.7,1073.68,1246.71,-0.033485017601099,-39.0,0.0,-1.3697688699058832,474126.6,0.0533831564573918,0.0533831564573918,5.33831564573918,decimal_as_is,strong_above_3,0.0,0.0,0.7107696275330737,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2016-08,069500,risk_relief,위험 완화 우세,-0.2722742003584044,True,-1.387679703745835,1.25,1.34,1.694,1.319,1.308,1.478,7.781,1.5,1.3,1.308,gov3y_rate,0.092,1.0,1.3718725630366042,0.159,0.3859999999999999,0.1599999999999999,1118.5,1086.29,1246.85,-0.0063960202540641,-7.2000000000000455,0.0,-0.3022461547477473,474126.6,0.0533831564573918,0.0533831564573918,5.33831564573918,decimal_as_is,strong_above_3,0.0,0.0,0.6389190899588996,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2016-09,069500,neutral_watch,중립 관찰,-0.039276900876345,True,1.509408724894857,1.26,1.34,1.669,1.305,1.247,1.398,7.746,1.49,1.3,1.247,gov3y_rate,-0.0609999999999999,0.0,-0.0944460678335393,0.0929999999999999,0.4219999999999999,0.1499999999999999,1096.3,1083.68,1230.32,-0.0198480107286544,-22.200000000000045,0.0,-0.8032005632886401,474405.1,0.0005873958558748,0.0533831564573918,5.33831564573918,decimal_as_is,strong_above_3,0.0,0.0,0.999999998885976,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,0,0,1,no_risk_overlap,0,0
