experiment_id,experiment_name,signal_set_type,year_month,risk_ticker,hsi_direction,hsi_intensity,positive_count,negative_count,neutral_count,valid_signal_count,min_valid_signals,state_valid,hsi_state,state_reason,active_signals,score_return,score_ma_pos,score_momentum,score_vol,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-01,069500,0.409822,0.409822,4,0,0,4,3,True,accident_zone,"strong risk direction: direction=0.410, intensity=0.410, positive=4","score_return, score_ma_pos, score_momentum, score_vol",3.5051504976529406,1.512363778174577,3.760834402426255,7.614522476438021,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-02,069500,-0.087599,0.243786,1,3,0,4,3,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.088","score_return, score_ma_pos, score_momentum, score_vol",-2.7270242800233224,-1.1758104587829683,-2.724874112974507,3.1237400803592674,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-03,069500,-0.455626,0.455626,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.456, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.757238715246463,-4.249651379088146,-3.5215541291068506,-7.696606867224435,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-04,069500,-0.178352,0.178352,0,3,1,4,3,True,risk_relief,"risk relief: direction=-0.178, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.0367589753314592,-2.6834284209399413,-2.9152851632557173,-1.498605157903696,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-05,069500,-0.232504,0.236953,0,3,1,4,3,True,risk_relief,"risk relief: direction=-0.233, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.0889938878277513,-2.5667949789728626,-2.370896938277237,-4.451451089552955,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-06,069500,0.015039,0.225086,1,2,1,4,3,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=0.015","score_return, score_ma_pos, score_momentum, score_vol",-0.5326121607900678,-1.959760568934044,-1.7085684549737397,4.802488545382886,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-07,069500,-0.354979,0.354979,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.355, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.269090434400104,-3.99898593750418,-5.892092772623087,-2.0389921207226727,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-08,069500,-0.340344,0.340344,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.340, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.3877015756277626,-3.082816853535558,-4.935392550492,-4.207836716904271,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-09,069500,-0.049097,0.190211,2,2,0,4,3,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=-0.049","score_return, score_ma_pos, score_momentum, score_vol",1.509446537491224,-1.4132939786463108,-3.3728689791379973,1.3128419701506175,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-10,069500,0.022535,0.16529,2,1,1,4,3,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.023","score_return, score_ma_pos, score_momentum, score_vol",1.7818304547028816,1.1972633089108935,0.7774012589551158,-2.8551096789205603,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-11,069500,0.028318,0.068053,0,0,4,4,3,True,neutral_watch,"neutral/watch: direction=0.028, positive=0, negative=0, neutral=4","score_return, score_ma_pos, score_momentum, score_vol",-0.7946972178797187,0.7771577652451858,0.2860859071516339,0.8641641346425069,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2016-12,069500,-0.407481,0.407481,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.407, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-4.44040321277962,-3.259608203121436,-3.9471112300281823,-4.652110638914014,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-01,069500,-0.43027,0.43027,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.430, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-3.746973735385081,-5.346268687514158,-4.9909884286740365,-3.1265681316967764,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-02,069500,-0.212718,0.295179,1,3,0,4,3,True,risk_relief,"risk relief: direction=-0.213, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",1.6492098277699254,-1.6853641056416917,-2.826902311275762,-5.64567409692871,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-03,069500,-0.507495,0.507495,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.507, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.679512090833486,-5.114287855133387,-5.852312382268127,-3.6536836200478575,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-04,069500,-0.451542,0.451542,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.452, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.093543103125345,-7.02381574226396,-5.9814603345165205,-2.9628706851935886,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-05,069500,-0.550409,0.705343,1,3,0,4,3,True,risk_relief,"risk relief: direction=-0.550, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-7.179510949486424,-7.935530911837551,-10.0,3.098693626808525,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-06,069500,-0.341243,0.341243,0,3,1,4,3,True,risk_relief,"risk relief: direction=-0.341, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.9620879282448532,-4.73456311507262,-6.26895733061803,-1.6841031220007143,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-07,069500,0.014822,0.169839,1,1,2,4,3,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.015","score_return, score_ma_pos, score_momentum, score_vol",2.682985721833865,0.5925200170335888,-3.1003430867064106,0.4177288144254103,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-08,069500,0.436644,0.436644,4,0,0,4,3,True,accident_zone,"strong risk direction: direction=0.437, intensity=0.437, positive=4","score_return, score_ma_pos, score_momentum, score_vol",7.055688386004055,4.839276567678915,2.1353117315429344,3.435502957907855,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-09,069500,0.043978,0.12127,2,1,1,4,3,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.044","score_return, score_ma_pos, score_momentum, score_vol",-1.5458433232722872,1.5057857297761312,1.0153420367010038,0.7838457521239806,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-10,069500,-0.258642,0.26438,0,3,1,4,3,True,risk_relief,"risk relief: direction=-0.259, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-4.64399591023067,-3.070207888967801,-2.746236609403108,0.1147634067092879,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-11,069500,0.545254,0.545254,3,0,1,4,3,True,accident_zone,"strong risk direction: direction=0.545, intensity=0.545, positive=3","score_return, score_ma_pos, score_momentum, score_vol",8.544413662298838,6.7754316903676015,5.81612803246089,0.674197950129205,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2017-12,069500,0.569747,0.569747,4,0,0,4,3,True,accident_zone,"strong risk direction: direction=0.570, intensity=0.570, positive=4","score_return, score_ma_pos, score_momentum, score_vol",3.981094635540651,4.8048024923814365,5.429238900767994,8.574743496671392,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-01,069500,0.255661,0.255661,3,0,1,4,3,True,risk_warning,"risk warning: direction=0.256, positive=3, negative=0","score_return, score_ma_pos, score_momentum, score_vol",0.1405175024119919,2.025649432450709,5.05795331738299,3.002302486154042,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-02,069500,0.918214,0.918214,4,0,0,4,3,True,accident_zone,"strong risk direction: direction=0.918, intensity=0.918, positive=4","score_return, score_ma_pos, score_momentum, score_vol",9.840936731338807,7.805365774288488,9.082244563017264,10.0,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-03,069500,0.412582,0.412582,3,0,1,4,3,True,accident_zone,"strong risk direction: direction=0.413, intensity=0.413, positive=3","score_return, score_ma_pos, score_momentum, score_vol",0.6661909190138406,5.686707791339285,4.7472643923412585,5.403101565161032,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-04,069500,0.096517,0.183857,1,1,2,4,3,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.097","score_return, score_ma_pos, score_momentum, score_vol",-1.7468011230034772,0.7340740742918008,4.73934680976218,0.1340533590378995,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-05,069500,0.39405,0.445097,3,1,0,4,3,True,accident_zone,"strong risk direction: direction=0.394, intensity=0.445, positive=3","score_return, score_ma_pos, score_momentum, score_vol",5.328099727142723,5.167948150661095,6.286901988420955,-1.0209330598837896,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-06,069500,0.485679,0.485679,3,0,1,4,3,True,accident_zone,"strong risk direction: direction=0.486, intensity=0.486, positive=3","score_return, score_ma_pos, score_momentum, score_vol",4.0557691133251055,7.383577189287067,7.120599215387617,0.8672197983527813,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-07,069500,0.013344,0.41413,2,2,0,4,3,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=0.013","score_return, score_ma_pos, score_momentum, score_vol",-2.062393817335459,3.3696135039057658,5.179867404049029,-5.953337243482066,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-08,069500,-0.086159,0.234135,1,2,1,4,3,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.086","score_return, score_ma_pos, score_momentum, score_vol",-2.7895548780196187,0.0006556294632893,2.9588573879220856,-3.616325214225107,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-09,069500,-0.117962,0.159827,0,3,1,4,3,True,neutral_watch,"neutral/watch: direction=-0.118, positive=0, negative=3, neutral=1","score_return, score_ma_pos, score_momentum, score_vol",-1.6871362182298273,-1.4615846341664067,0.8372985615335207,-2.407044633838999,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-10,069500,0.946661,0.946661,4,0,0,4,3,True,accident_zone,"strong risk direction: direction=0.947, intensity=0.947, positive=4","score_return, score_ma_pos, score_momentum, score_vol",10.0,10.0,9.846853581415663,8.019598870534391,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-11,069500,0.058974,0.231772,2,2,0,4,3,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=0.059","score_return, score_ma_pos, score_momentum, score_vol",-1.2120031130366913,1.9989368800421567,3.815975208988152,-2.243961937437016,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2018-12,069500,0.256639,0.256639,4,0,0,4,3,True,risk_warning,"risk warning: direction=0.257, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",1.9424349375959888,1.5263784950565893,5.52933288594185,1.2674011078231966,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-01,069500,-0.783788,0.783788,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.784, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-10.0,-10.0,-10.0,-1.3515344127413944,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-02,069500,-0.367511,0.367511,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.368, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.57177120269461,-5.545272241416043,-5.9794316987165725,-1.6039709010911951,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-03,069500,-0.15681,0.23138,1,3,0,4,3,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.157","score_return, score_ma_pos, score_momentum, score_vol",1.491398830438858,-2.8114948257703065,-2.7096357658046832,-2.242680624867731,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-04,069500,-0.287731,0.287731,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.288, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.5594861915221017,-3.2235900768953343,-5.512896757496774,-1.2132692065007462,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-05,069500,0.27855,0.27855,3,0,1,4,3,True,risk_warning,"risk warning: direction=0.279, positive=3, negative=0","score_return, score_ma_pos, score_momentum, score_vol",6.383605307385558,2.8981405014884216,1.3864025350000928,0.4738650592899671,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-06,069500,-0.479186,0.479186,0,4,0,4,3,True,risk_relief,"risk relief: direction=-0.479, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.652713033958154,-3.2817295979002834,-6.3054291124832575,-3.9275538030695305,,,,,
combo_00_baseline_core,기본 HSI 핵심 신호,baseline,2019-07,069500,0.124344,0.127007,3,0,1,4,3,True,neutral_watch,"neutral/watch: direction=0.124, positive=3, negative=0, neutral=1","score_return, score_ma_pos, score_momentum, score_vol",1.5989084744270246,1.4881864901046034,1.939922324366256,-0.0532504533049556,,,,,
