year_month,ticker,name,asset_class,underlying_asset,risk_group,score_method_source,benchmark_rs_note,score_return,score_ma_pos,score_momentum,score_vol,score_rs,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20
2014-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-7.039982538516359,-10.0,-10.0,5.160438366533809,3.60953453600671,,,,,
2014-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.978107628743433,-0.0834506430686417,1.418307961676434,-2.675696427904006,,,,,,
2014-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.7246212871155767,-3.281721920114568,-4.549894831134181,-4.531503224561577,-4.655241309724784,,,,,
2014-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.6539077033555887,-3.942935846506712,-6.303910060056919,10.0,-4.714908599821526,,,,,
2014-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,6.335253238615014,5.6530073894790025,4.168354773746575,-6.5027433526325655,,,,,,
2014-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-7.099284518471646,-7.813418433281396,-7.799013087650591,-1.2260587950741395,-7.013590793101265,,,,,
2014-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-5.973591102364809,-5.269134208967683,-9.954632264361184,10.0,-6.231014377287464,,,,,
2014-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.0584573445878702,2.741327901769948,7.044260207091748,3.8248300116938343,,,,,,
2014-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.3207281983639123,-8.535250425936267,-7.695251910411337,0.5136825717035193,-3.542748610893466,,,,,
2014-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.36727378351464,-2.303163716036204,-5.563703789909616,-1.63747692440986,-3.1082719887612136,,,,,
2014-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.5319530785937348,-0.7631822414136233,3.3832364561020984,-4.783435298568507,,,,,,
2014-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.2952859809028734,-4.169821591993454,-6.461084528465895,-1.0131873447463549,3.2726313487588814,,,,,
2014-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.156288488376936,3.8307928819210506,-0.91588503563256,-1.2469690406779474,3.771575753705619,,,,,
2014-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.9700866143476512,2.247982784219396,5.285817411244541,1.1956385730298107,,,,,,
2014-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.781746427821235,-0.043064575075837,-1.3595792012207484,0.2083208372909944,-2.5438371834961684,,,,,
2014-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,9.13022982070502,8.547467250936737,6.943080844995759,-1.5236133701423384,-3.0126105334623565,,,,,
2015-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.162329106534704,-3.3935981256568946,-1.5510702134427554,3.4871902756421203,,,,,,
2015-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.1705823207897526,-2.6182632084529853,-2.4584665925956526,5.229496489715362,3.9815991671578943,,,,,
2015-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.7601896181130126,5.932788697576957,6.207320940361517,-0.622964319234177,4.426628573768345,,,,,
2015-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.4119372629952411,-2.7475424973200475,0.8822285402750775,-8.727619796001466,,,,,,
2015-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.340587336953509,3.665524655972515,1.2910545356670375,-1.6342734976156352,1.0771659085092165,,,,,
2015-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.793658309587319,6.519164906637717,7.578584703416827,-1.255343585366708,0.7276850210768943,,,,,
2015-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.2978378026824449,-4.004652261483086,-3.3453868867016645,0.5078141550456531,,,,,,
2015-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-6.67968661909976,-5.465892785963009,-4.889945097294408,-2.3363507762130644,1.0783502822458306,,,,,
2015-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-3.6845413457849183,1.8597293777045087,2.257263662956185,-1.5104125222761036,1.7762546711633114,,,,,
2015-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.563800116162787,-5.797702034378495,-8.63734880003072,-1.8451578513262403,,,,,,
2015-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,10.0,9.706981580292476,8.502969077031585,-0.0944695520551604,7.445438615493041,,,,,
2015-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,8.606860379706111,7.260254082817019,8.163610105905247,-2.071637117034552,6.647413389332174,,,,,
2015-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.702484441950017,-0.5198797754483144,-1.7724524911058126,7.277108662650572,,,,,,
2015-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.7348493297239609,1.606825164187626,3.950049658771123,6.167822783828427,-4.625436984247637,,,,,
2015-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.2145453679488245,6.753023295978776,7.3406556093763955,-1.6381858009073589,-4.98933701211265,,,,,
2015-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.050329773209433,2.6220175165612822,1.1294274146873362,-1.1131966351968816,,,,,,
2015-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.459063137001556,6.1605359486150535,7.670357738926986,-5.526999966175008,-2.5532723138426263,,,,,
2015-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.233038325260429,6.908575871464766,6.726047151073744,-1.62917374529675,-3.1683302873185943,,,,,
2015-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,5.415500474199972,5.247127016167235,6.388924725052137,5.597515692755437,,,,,,
2015-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.1361950374563099,4.463107355979942,5.5672958908586745,-3.580814510029976,-5.443182715669181,,,,,
2015-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.922155272960588,6.919413207839352,6.87041249829215,-2.5693379671485443,-5.545757200170442,,,,,
2015-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.872648585658778,5.932394768765208,6.930943085056624,9.27592214924571,,,,,,
2015-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.5769716381802678,3.435318718121141,5.541470597763983,-3.869508291299535,-4.744901216131575,,,,,
2015-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,5.345164526007289,7.744873741936324,7.456159606009583,-2.373483697049658,-4.964777981492796,,,,,
2015-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-3.2133728010970817,0.8711612936351275,1.852006912838296,8.587512378182112,,,,,,
2015-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.924261183764949,-1.9157840767280307,1.6724415511967208,-0.6818552919417173,4.462824107770697,,,,,
2015-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.297338175628393,4.765010728123046,6.292897118071728,-1.7148782096369806,4.926800350357095,,,,,
2015-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-5.602473460962811,-5.049842278550345,-1.6427804654935412,-3.267068991458577,,,,,,
2015-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.293712561117259,2.8294009125659425,4.822503091504189,-4.803496219695122,7.194295414176514,,,,,
2015-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.116384494141314,7.118411946879165,7.320466464734212,-4.316203494472927,6.865235525292055,,,,,
2015-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.591993012586808,-0.7022010049788083,-0.4359817098227556,3.595820025143933,,,,,,
2015-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.870995394822133,6.521903673164824,7.616552048700631,-0.0039055201400556,-2.1541995834959766,,,,,
2015-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,8.760908422518463,10.0,8.578923141765836,-1.2353324629056248,-2.7006906829657726,,,,,
2015-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.316704234952116,-0.1702495842458316,-0.4927127797553433,1.28755785222842,,,,,,
2015-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.362056279280853,0.3751545051735947,2.993444474329904,-1.0763452410163998,-0.9304802188209378,,,,,
2015-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.431482513793898,3.834607365576227,5.094267819108432,10.0,-0.6438013878596929,,,,,
2016-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.5051504976529406,1.512363778174577,3.760834402426255,7.614522476438021,,,,,,
2016-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.1371998093084332,-1.3802404630940828,2.219861494801851,-4.089959072699023,-4.046786158468613,,,,,
2016-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.8467748085829503,3.0239438517367505,5.164018583429487,-3.539290851666527,-3.90879712921942,,,,,
2016-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.7270242800233224,-1.1758104587829683,-2.724874112974507,3.1237400803592674,,,,,,
2016-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-3.911209215383885,-3.450404478596421,-2.904122932385585,-0.2114847762531219,3.846677462144689,,,,,
2016-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.0751522954572232,1.091948522726728,2.117134855601447,3.2178212952215413,4.232938313954482,,,,,
2016-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.757238715246463,-4.249651379088146,-3.5215541291068506,-7.696606867224435,,,,,,
2016-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.53012707143956,-0.6076726756517014,-0.1127899635783923,10.0,3.08558575374774,,,,,
2016-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.615763621945999,1.853616532050557,2.8077086287711115,1.927951872688622,3.045410462687193,,,,,
2016-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.0367589753314592,-2.6834284209399413,-2.9152851632557173,-1.498605157903696,,,,,,
2016-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.3598330856292506,0.4970617036955739,1.182506773628316,-2.3972594043403763,-0.2395342609991957,,,,,
2016-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.0042587814427406,1.2901961377239932,2.614009117014616,-1.616547271458198,-0.3884601082600986,,,,,
2016-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.0889938878277513,-2.5667949789728626,-2.370896938277237,-4.451451089552955,,,,,,
2016-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.7554347014151097,3.810692833067159,3.2619617764107063,-1.4241559521763474,-0.1623424557567813,,,,,
