year_month,ticker,name,asset_class,underlying_asset,risk_group,score_method_source,benchmark_rs_note,score_return,score_ma_pos,score_momentum,score_vol,score_rs,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20,extended_signal_source,extended_signal_note
2023-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-7.525878143903185,-6.45860405066146,-8.920609973055367,-1.4077468479969026,,-0.9196203109499774,-1.3098174525808497,-0.34873800638319025,-1.2796001845659344,-1.8681988951679858,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-5.768794007516583,-6.517598329937691,-8.356891568087537,-0.1716319535644491,5.564962994149834,-0.6545519551320373,-1.3580591669006095,-0.03853587397434653,-1.0012894812188282,-1.2763964766632243,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-9.438779904303855,-10.0,-10.0,1.4146629590382616,5.929973533843766,-1.864584687331666,-2.648109137664889,0.3580592507032773,-0.6277931700899695,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.0396273529113824,-3.122743353440038,-3.5397036088566827,-0.0781670730630996,,0.46109720722797726,-0.6800129961367039,-0.025411110083667924,-0.8932787365577947,0.012578959052601013,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,3.72126470148336,0.3624474949720845,-1.4236798999072215,-1.804441480980336,-0.1932961977263599,1.3302139695803767,0.35876079709882763,-0.4480057364136851,0.41746946600210055,1.0169440935946754,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.8521250829791873,-5.280014613262037,-7.0724674992645085,-1.3338837833904538,-1.109109176090649,0.2080975188846792,-1.1160794420505469,-0.32714748454507464,-0.003090423063761882,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.9464636184861064,-5.028222679381188,-9.239745295193428,-2.2235599430169084,,-1.0752924457388457,-0.8283279793383308,-0.5613223718116735,-1.367567177181661,-0.43537605834204873,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-6.206399576494047,-5.114252317522773,-9.105937095341812,2.846052754814743,0.6648011109218088,-0.8290150619087252,-0.9009647899573614,0.7178307248450936,-0.9547139569739919,-1.3837216254280384,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-9.195836439348998,-7.730213352218753,-9.500013762566686,0.3927984443706586,1.875333612209444,-1.616695319484535,-1.7431663551367775,0.10472891337263898,-0.6193232329427572,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-1.071445197700729,-2.8009305212127824,-4.993668167590232,-6.745902012800799,,0.12179647137318743,-0.6316632852150251,-1.6858430850125072,-0.9396775990769899,-0.2598224200183047,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.1644873627139699,-2.891639966929884,-4.610132541744445,-6.103989390507309,2.046023346022442,0.039070660532332026,-0.6101050331346622,-1.540535889115938,-0.9724828649667963,0.01973483232938794,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.073713120188684,-5.133890360484172,-6.3876375748746135,-5.4071178534670095,1.835213785840432,-0.34497841754578185,-1.1485295823031723,-1.3602123165053832,-0.5136109497124804,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-3.326671496820045,-5.363173679562011,-5.345518046734313,-5.453752386925355,,-0.899515224506941,-1.231127037495391,-1.3751031491456198,-1.2018349624307458,-0.8484467548902854,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.690532003297006,-0.2018248215131257,-2.960441019229114,-3.202760845372867,3.90731718561466,0.47994336351994493,0.10952131876998393,-0.802332319046677,-0.4595517284391893,0.4378100166865107,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.4322638988885182,-2.6603820998682663,-4.956336702444911,-4.313592127441594,3.2276490193118272,0.18042518385515255,-0.39999102311789514,-1.0846049640550823,-0.4877012243207182,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.1260839561107779,-1.8714243938160264,-4.440544762821738,-7.902403437607298,,0.35568054351868944,-0.36375975327506255,-1.9997786178180497,-0.7363497993682633,0.030018074851580763,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.1122816990010302,2.8727109387048486,0.9395419584147068,-4.763160842252359,0.1623718502784973,0.717025886655135,0.9078037504740528,-1.200260735003112,0.16788637315423516,0.5956475929997842,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.2672985951364846,-2.1436249153503373,-3.936999446773377,8.924698372381295,-0.3944329512726295,-0.08231676270502626,-0.2719670730553601,2.2612244200393947,-0.4774080827029959,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.8316696850391938,-2.669899877423463,-4.064417517326242,4.129729172237229,,-0.19659794761930852,-0.4608756912002144,1.027260618304561,-0.9474002870150089,0.22856040934214347,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.2660690984835399,1.1963160689140653,-0.1290320076490005,-3.043674334838716,-0.5387816937411338,0.026800520739073484,0.46753082321456274,-0.7651160095623543,-0.21963811623441357,0.2350377545807682,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-5.624037544149202,-4.870554127278927,-4.63686638327517,0.3205102017676552,-0.5831352293938804,-1.7943590544188437,-1.1066140593943223,0.07960402943639469,-0.4171451905215263,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.700555711707043,0.447240075318724,-0.8030386461590621,-5.58618649968354,,0.07332498653755469,0.5368171946748187,-1.4008407371402847,-0.19711660410699094,0.6951829879612986,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.1534332102667888,0.0123478507661899,0.8618061316278771,-3.989074686912432,-2.3332456369162067,-0.39475102692451225,0.04357637456826741,-1.0016506790018669,-0.5395101128155368,0.023114278406598028,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.112708760690549,-3.885152660759109,-4.076347540607018,-3.1693903058921498,-2.1862260219662515,-0.3074208654190795,-1.0890312577636605,-0.7930167038653438,-0.331789734001246,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.119540709186305,3.438498933040264,1.5362879260770568,-3.819964502386576,,1.0164381769997526,1.0255013115682023,-0.9593561653711048,0.4673002043716704,0.5425916053029386,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.6284873335935797,2.0547914923474297,0.9849361391225024,-3.7529779057455976,-1.7752077817493377,0.2524723638373116,0.3353999555666237,-0.9436018158100246,-0.4631593080270264,0.47243983486604885,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.57602188430694,-3.7242107138208063,-4.237347377320758,0.9998500073291636,-1.9179224661761165,-1.0923293785880328,-0.8745111387869797,0.2482121172697298,-0.3060680141693638,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,5.749614155529202,9.024235429306165,6.745326386458136,2.7449346324020807,,1.7426684558354724,2.2492207399746507,0.683514292445093,2.0687657020778927,1.4178219652713058,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.574936819330768,3.51434142733214,4.0186426521016765,-2.101023280716621,-6.635768364655473,0.4781736338693983,0.6790451861343029,-0.5312368479870231,-0.024584005880700182,0.6456807941725071,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.6770154777249964,-1.1859806463389646,-2.5220779667251927,0.9127044496031648,-6.6595946238040895,0.45782246315754643,-0.07998644786639024,0.2204765570933845,-0.3017394316448208,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-5.435203394324187,-1.5161031306507895,-2.673374880041809,4.504968281817416,,-0.627484780220576,-0.6479029090855944,1.130079659592,-0.7347261441484796,-1.3498365967449675,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-5.174651364033815,-4.360156694804214,-2.025634496292464,-5.194154833832175,6.06100549917092,-0.9504616808357333,-1.2463276138852997,-1.3066465310858812,-0.8283283692433606,-1.3038967734435603,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.827979184149214,-3.312608747777865,-2.773551444641803,-3.410304977954524,6.766248516957245,-0.707152069169327,-0.6912225856671581,-0.8560003966443319,-0.25337253854159114,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.053911441114266,-9.2761082698004,-4.334075218398732,-2.397168728965162,,-2.135031947480939,-2.6911952403883705,-0.6047405883802878,-1.290659826107097,-1.5031211987243007,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.835420997792259,-8.128953517157052,-6.697788158524885,-1.960095623301389,4.6572029680060405,-1.360678927347127,-2.0886904363352667,-0.49508530033508996,-1.030066541760255,-1.164723434006768,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2023-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-4.742345579331803,-5.791887843019767,-5.04007835829794,0.1387052853247571,5.484497829690989,-0.8522863540006677,-1.451409106919921,0.03668111258415068,-0.24765538046721813,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,7.610823612027239,1.909358177121383,2.990303237379245,1.0612531819749464,,0.4656571900598511,0.49698871333838757,0.2669028845922834,1.3887691415346664,1.905662900741441,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.6908431963693731,-2.8022153561443592,-3.748816704589103,-5.711200810767236,-7.143550641753707,0.05268165511771131,-0.5296278670914769,-1.4349318891778444,-0.873173081628823,0.15544631000406423,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.9684941612698414,-3.4065604625793515,-4.710707755174412,10.0,-7.062315768438221,-0.16459589440058775,-0.7789824268267469,10.0,-0.1410557471126416,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.066632028349968,-2.7747899357739447,-3.89975148840574,2.588824321728548,,-0.15252078865394111,-0.6199956083668817,0.6493263388430087,-0.7449655456223088,-0.9031651763072902,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.0918655829220523,-0.0067832150811346,-1.7437841056009509,-4.856403130312345,4.320076501515064,0.3119943716290308,0.3988989706175551,-1.2240574562840416,-0.6141356584131802,1.1674868158256606,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-10.0,0.6366451579386121,-1.0505592887450168,8.44513406572308,3.860833672726531,0.4076197457937183,0.44527897591663274,2.1394943859320414,-0.14334287075776891,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.792701406256338,-7.217326615186341,-5.268985423691852,1.1419006782018046,,-1.056641236841063,-1.7083431628504904,0.2827131243258482,-1.1982048099793057,-1.2150177024015625,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.4296303304488503,-0.1586273462012802,-1.0650218253877752,-6.2706187623025,4.658305278319262,0.1582059623525379,0.2298876728099526,-1.5829455529516352,-0.9162168681438073,-0.16810744598958774,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.6034541639372455,2.7089761981331923,-0.0791870093006254,-1.9645024556654944,4.464603014910546,0.5523969180515959,0.89329727971854,-0.4915787547120518,-0.13788262724968442,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.8738004469443625,-0.6802366671689003,-4.1515102170089095,3.78194080872178,,0.07932288533577955,0.08436665979776777,0.9514033269576782,-0.11751378185116998,0.9537245912805045,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.952690308124996,3.3879608907774355,1.3704496693854713,-3.8436868140345593,-3.374054057437315,0.7267791542238384,0.8875750715188625,-0.9510906691231585,0.6334372955509329,1.1941042784866773,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,3.699834090682689,4.953472450208438,5.279409081374319,-2.1084756923899706,-3.8341863243508696,0.651392093067216,1.2861247908227742,-0.5286403814576459,-0.13546421968355032,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.1362685354075914,4.171281708952134,1.0933524638538945,-0.2820290073729388,,1.4248059144008633,1.1619662058649332,-0.06764091428844735,0.5459318590763392,0.7918352175453404,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.286095669096583,1.2209179273399495,-0.3705751370618759,-5.274881541146563,-3.4534039366601323,0.10496137332206741,0.18857190192656156,-1.328558991255455,-0.689361500261292,-0.5764459582631148,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.6408906473571545,3.2061904139043,1.9313975334186813,-1.371206298295799,-2.846507605033395,0.3280635767235331,0.6173202235561349,-0.3423359326969935,0.012992287277001767,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.088112503640813,-3.5658689245937625,-2.912000406480582,-4.230658523279921,,-0.8935067031404201,-0.7353206474217181,-1.057764197596021,-1.114354092250656,-1.5323321176491524,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.810657439220093,-3.1123800102850394,-1.93424743798448,-6.513787790024192,3.44195292262029,-0.7880355702856054,-0.9290469804298269,-1.6447314657063352,-1.126262233664798,-1.2680775354078957,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.2563987951579624,1.6196265380629709,2.638144215245185,-1.7052803124720843,3.977384105452456,0.22479450385109032,0.0822033050827489,-0.4261390763397001,-0.13421034061120543,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.9112434380602443,1.4289682823892131,-2.3849933297397503,-0.7554897427210192,,0.890763390412996,0.2544929461469519,-0.1801776199256249,0.5066305045573647,0.4736377990305219,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.766411838119974,-3.000401181454011,-3.834726026296443,-4.617314803283064,-1.9445218120434244,-0.24999494474382639,-0.7591791158696167,-1.1633412502521978,-0.6291781445746969,-0.49956866935114325,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.2439634057663598,1.2572082132641715,3.009970545886301,-1.5787924722023652,-1.5116916898912196,0.2774168269846321,0.13081294426623605,-0.39726000906402975,-0.08843417116353595,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.868146220386087,3.76704143781794,3.3696902178722272,10.0,,-0.11975114898741715,1.2689936389900822,3.2318523039225173,1.6888445813615598,1.2217052493067995,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.0083114262783834,-1.1507250147355588,-2.697904855379638,4.64579068952233,-3.76369459952907,0.565455064989453,-0.18214044095332485,1.1537595574437227,0.24342576483454692,-0.004728976347369628,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.1191544915428558,0.9801151730860804,1.759706249965627,-1.1660606033539478,-3.660254582646736,0.1770465524905795,0.23459551870116604,-0.2922777394650467,-0.08832827393813521,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.930371697423367,5.446118142100762,8.754198400449443,2.4178786532857903,,0.2607501736427853,1.5252786343401787,0.6102772252551429,2.2050574000882563,1.254630912140836,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.8390200220040083,-1.8723929792275311,-2.0727739315668847,-4.989718095902966,-5.32183252622572,-0.3083171285022604,-0.13831886056338874,-1.2557939407131598,-0.9384739690047091,-0.10252955759049612,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-4.081315579589719,-3.834150623738433,-2.0833240045976686,-1.6266347379701411,-5.244386115529506,-0.9192227957187408,-0.9130238033788007,-0.406982670764084,-0.08519647386947543,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.8269683055378994,5.195158168856673,6.715477319341194,-1.4585991067061137,,0.6869825126210487,0.9915236347920124,-0.3647945862918459,1.3202007964773588,0.9505250853695921,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.556213260624474,3.346981551624385,1.0914590954768677,0.0138458990554518,-3.702255683476155,0.9128235765132168,0.9745938237861798,-0.00427261495310338,0.4022315943354905,1.1213352283569689,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.132838006577319,0.4167151513755249,-0.2953951371620599,-1.4367468027691932,-4.116987915336273,0.4636149217396307,0.03970844296157314,-0.3609694312236724,-0.07533378074221123,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.172299215573673,6.2005818563420085,8.796546663537447,0.1245210877241832,,0.7245415337514226,1.3167954356832814,0.027762459088982245,1.255509383456335,1.0465491319361389,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-5.570917086020268,-4.63674977145849,-6.647252373052619,-2.7167899722876445,-6.737484230751575,-2.1252961606075194,-0.7439603585042853,-0.6845389575277478,-0.946617420252673,-1.5175577949865813,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.4950901252075894,0.5120110270250352,0.256493470449388,-1.2846213203902537,-6.032180238614508,-0.37265423656016855,0.3310627504072179,-0.3210778003701953,-0.0747076538712728,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.6023398891869565,4.908894822182772,7.164555513279225,0.6941061719900189,,0.4794944075214495,1.0352004690974992,0.17751193554761072,0.7523099373462394,0.38821621864161765,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,5.566899192748945,3.467659337696915,4.88975845487096,2.4830169072514083,-2.73514843331665,1.5059618715572227,0.4242480438522062,0.6192311172821627,1.225264133886631,1.26956185339374,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2024-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,5.503413402666263,5.624092537351962,5.946550058855825,-1.3718560508039432,-3.1951244375301924,0.8741635065845414,1.4673401883596529,-0.34320750515238846,-0.07709251268549389,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-3.772401388944492,0.0817155214435265,3.807356138233848,-2.952184102668479,,-0.30092623508731803,-0.35474983874716626,-0.7398721372537962,-0.39812527474607107,-0.9404695374628388,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.312944365424575,0.1072040247972345,-0.6456518573356897,1.143610297915305,2.965667574061187,-0.22008618951111739,-0.06830787347656053,0.27490988201043903,-1.0167413880171035,-0.5491553961981993,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.1313311275315592,2.4305981522507416,3.485142681975158,-0.6717331180329322,3.189135936651386,-0.08501550291156597,0.5151292476356835,-0.1680767155503069,-0.0788963999275346,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.6191740304494343,0.2454868918607371,1.2642052656364764,0.5434317696845832,,0.5723665158918461,-0.3038647104674142,0.13569390033719447,-0.028931441426071614,-0.16727619940616317,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.600087639829057,1.1923110429082968,3.728856075231317,-6.878763260454196,-0.1424301877557541,-0.21043014650481595,0.394314251369929,-1.7369916712049556,-0.9723613599992126,0.24270128695246881,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,5.529029003869446,8.141212287095543,8.41485966571152,-1.3650290015735371,-0.2187389633580525,1.259168681343333,1.686823916708733,-0.34735785020725285,-0.22004010472165936,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.2284465842584368,1.080259838059151,-0.1493924695862951,-0.9902762465919408,,1.0015134757735276,0.16622283829291057,-0.24556981352928914,0.05634941988762312,-0.071074817730979,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.274724817752851,2.1001834349838706,4.561291615835676,-3.371493547716645,-2.716498218119209,0.06715246984807828,0.4727006272115221,-0.8477778020683627,-0.9581266022113023,0.4041407263880604,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2025-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,7.073112732556294,8.791393726123848,10.0,-2.507143328853952,-2.8267790000681527,1.0866159402495617,2.069324848246729,-0.6319944069871251,-0.20428068139814223,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
