strategy_name,lambda_value,year_month,return_year_month,hsi_state,state_kr,strategy_return,turnover,weight_069500,return_069500,contribution_069500,weight_114260,return_114260,contribution_114260,weight_153130,return_153130,contribution_153130,cumulative_return,running_max,drawdown
lambda_0.1,0.1,2023-07,2023-08,neutral_watch,중립 관찰,-0.01316593667662439,0.010861454125806955,0.5447127182415699,-0.026247,-0.014297074715686484,0.2522469128677374,0.001993,0.0005027280973454006,0.20304036889069274,0.003095,0.000628409941716694,1.497367615837,1.5867064220139104,-0.05630455951865254
lambda_0.1,0.1,2023-08,2023-09,risk_relief,위험 완화 우세,-0.01205520471497188,0.01552872817584304,0.5602414464174129,-0.020849,-0.011680473916356642,0.24702222158096368,-0.003633,-0.000897431731003641,0.19273633200162346,0.002712,0.0005227009323884028,1.4793165426945156,1.5867064220139104,-0.06768100124224075
lambda_0.1,0.1,2023-09,2023-10,risk_warning,위험 악화 우세,-0.03403025694307451,0.03602414464174131,0.5242173017756716,-0.064364,-0.03374072241148933,0.2673199994228673,-0.002865,-0.0007658717983465149,0.20846269880146112,0.002285,0.0004763372667613387,1.4289750206464806,1.5867064220139104,-0.09940805632287719
lambda_0.1,0.1,2023-10,2023-11,accident_zone,강한 위험 구간,0.05669188085062009,0.052421730177567155,0.4717955715981044,0.107469,0.05070339828407668,0.2705879994805806,0.018544,0.005017783862367887,0.257616428921315,0.003768,0.0009706987041755149,1.5099863022554831,1.5867064220139104,-0.048351805156905514
lambda_0.1,0.1,2023-11,2023-12,risk_relief,위험 완화 우세,0.03692428369748087,0.022820442840189553,0.49461601443829395,0.065233,0.03226528646985323,0.2635291995325225,0.014446,0.0038069428164468205,0.24185478602918348,0.003523,0.0008520544111808134,1.5657414648592747,1.5867064220139104,-0.013212877230323605
lambda_0.1,0.1,2023-12,2024-01,risk_relief,위험 완화 우세,-0.03137743805731933,0.02053839855617061,0.5151544129944646,-0.062085,-0.031983361730761335,0.2571762795792703,-0.000506,-0.0001301311974671108,0.22766930742626515,0.003233,0.0007360548709091153,1.5166125090318765,1.5867064220139104,-0.04417572905078937
lambda_0.1,0.1,2024-01,2024-02,risk_warning,위험 악화 우세,0.02897084454584884,0.03151544129944643,0.4836389716950182,0.059267,0.028663830935448643,0.27645865162134325,-0.000927,-0.0002562771700529852,0.23990237668363862,0.002348,0.0005632907804531835,1.5605500542673287,1.5867064220139104,-0.01648469268397046
lambda_0.1,0.1,2024-02,2024-03,risk_relief,위험 완화 우세,0.03146720134894184,0.021636102830498175,0.5052750745255163,0.059021,0.029821840173570497,0.2688127864592089,0.003882,0.001043531237034649,0.22591213901527477,0.002664,0.000601829938336692,1.609656197040061,1.609656197040061,0.0
lambda_0.1,0.1,2024-03,2024-04,risk_relief,위험 완화 우세,-0.012241236050076154,0.01947249254744836,0.5247475670729647,-0.022506,-0.011809968744544144,0.261931507813288,-0.003698,-0.000968622715893539,0.21332092511374728,0.002519,0.0005373554103615294,1.5899520155726257,1.609656197040061,-0.012241236050076099
lambda_0.1,0.1,2024-04,2024-05,risk_warning,위험 악화 우세,-0.006324455563174876,0.03247475670729649,0.4922728103656682,-0.017462,-0.008596067814605297,0.28073835703195926,0.005653,0.0015870139323016657,0.22698883260237257,0.003016,0.0006845983191287557,1.5798964347025564,1.609656197040061,-0.01848827245981388
lambda_0.1,0.1,2024-05,2024-06,risk_warning,위험 악화 우세,0.03622713094502463,0.0292272810365668,0.4630455293291014,0.070397,0.03259701612818075,0.2976645213287633,0.009815,0.002921577276841812,0.23928994934213532,0.002961,0.0007085375400020627,1.6371315497221033,1.6371315497221033,0.0
lambda_0.1,0.1,2024-06,2024-07,risk_relief,위험 완화 우세,-0.0006267412754572526,0.023695447067089856,0.4867409763961913,-0.006985,-0.003399885720127396,0.287898069195887,0.006895,0.001985057187105641,0.22536095440792178,0.003497,0.0007880872575645025,1.6361054918065392,1.6371315497221033,-0.0006267412754572543
lambda_0.1,0.1,2024-07,2024-08,neutral_watch,중립 관찰,-0.02146070823895174,0.007536095440792187,0.4880668787565722,-0.047869,-0.023363273419198353,0.2941082622762983,0.00429,0.0012617244451653198,0.2178248589671296,0.002942,0.0006408407350812954,1.6009935091987324,1.6371315497221033,-0.0220739992027551
