_sample_part,year_month,ticker,hsi_state,state_kr,hsi_direction,state_valid,score_return,call_rate,cd91_rate,corp_aa3y_rate,gov1y_rate,gov3y_rate,gov10y_rate,corp_bbb3y_rate,cp91_rate,rp_rate,rate_level,rate_source,rate_change_1m,rate_up_flag,rate_z,term_spread_10y_1y,credit_spread_aa_gov3y,cp_cd_spread,usdkrw,jpykrw_100,eurkrw,usdkrw_return_1m,usdkrw_change_1m,fx_up_flag,fx_z,gdp_level_billion_krw,gdp_growth_decimal,gdp_growth_decimal_lagged,gdp_growth_pct_lagged,gdp_unit_detected,gdp_growth_band,gdp_below_2_flag,gdp_stable_2_3_flag,rate_fx_departure,rate_fx_risk_departure_flag,rate_fx_relief_departure_flag,policy_growth_pressure_flag,macro_defense_addon,macro_relief_addon,macro_companion_regime,macro_data_available,gdp_data_available,macro_companion_regime_filled,gdp_availability_status,hsi_risk_flag,hsi_relief_flag,macro_risk_flag,macro_relief_flag,hsi_macro_overlap_type,hsi_macro_risk_agreement_flag,hsi_macro_disagreement_flag,_review_mark,_columns_to_check,_review_question,_my_interpretation
head,2013-01,69500,risk_relief,위험 완화 우세,-0.0834233075671412,True,3.317969114131148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-02,69500,risk_relief,위험 완화 우세,-0.325748850116495,True,-3.555294963619224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-03,69500,neutral_watch,중립 관찰,-0.072692441319983,True,1.741623774520669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,0,0,0,macro_data_unavailable,0,0,,,,
head,2013-04,69500,neutral_watch,중립 관찰,0.0096160691326132,True,1.454078400571962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,0,0,0,macro_data_unavailable,0,0,,,,
head,2013-05,69500,risk_relief,위험 완화 우세,-0.1515900553754158,True,-2.506835910540739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-06,69500,accident_zone,강한 위험 구간,0.5572577497098989,True,7.695177341570094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,1,0,0,0,macro_data_unavailable,0,0,,,,
head,2013-07,69500,neutral_watch,중립 관찰,-0.0131961412078488,True,-4.422122902719886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,0,0,0,macro_data_unavailable,0,0,,,,
head,2013-08,69500,neutral_watch,중립 관찰,-0.0052060839966984,True,-1.385608070568807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,0,0,0,macro_data_unavailable,0,0,,,,
head,2013-09,69500,risk_relief,위험 완화 우세,-0.4016313929884603,True,-6.159896748010485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-10,69500,risk_relief,위험 완화 우세,-0.2555528839146858,True,-1.872211831073735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-11,69500,risk_relief,위험 완화 우세,-0.1099264304645262,True,-0.0270264837712376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2013-12,69500,risk_relief,위험 완화 우세,-0.1670656883273387,True,1.415351616648068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,0,macro_data_unavailable,gdp_unavailable,0,1,0,0,macro_data_unavailable,0,0,,,,
head,2014-01,69500,risk_warning,위험 악화 우세,0.2171707668090526,True,4.570075223523725,2.51,2.65,3.302,2.653,2.88,3.612,9.004,2.81,2.57,2.88,gov3y_rate,,0.0,0.0,0.959,0.4220000000000001,0.1600000000000001,1079.2,1043.71,1473.59,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,neutral,gdp_unavailable,1,0,0,0,hsi_risk_only,0,1,,,,
head,2014-02,69500,risk_relief,위험 완화 우세,-0.132839779663757,True,-2.087958387499685,2.49,2.65,3.279,2.644,2.85,3.498,8.966,2.74,2.57,2.85,gov3y_rate,-0.0299999999999998,0.0,0.0,0.8540000000000001,0.4289999999999998,0.0900000000000003,1067.7,1044.82,1463.6,-0.0106560415122313,-11.5,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,neutral,gdp_unavailable,0,1,0,0,no_risk_overlap,0,0,,,,
head,2014-03,69500,neutral_watch,중립 관찰,-0.0819411069258524,True,-1.151241335427687,2.49,2.65,3.3,2.658,2.87,3.518,8.995,2.75,2.57,2.87,gov3y_rate,0.02,1.0,0.0,0.8599999999999999,0.4299999999999997,0.1,1068.8,1038.73,1469.39,0.0010302519434297,1.099999999999909,1.0,0.0,425653.1,-0.0693501284184708,,,decimal_as_is,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,0,neutral,gdp_unavailable,0,0,0,0,no_risk_overlap,0,0,,,,
head,2014-04,69500,risk_relief,위험 완화 우세,-0.042675892490715,True,1.816956043772845,2.5,2.65,3.298,2.656,2.873,3.527,8.991,2.75,2.57,2.873,gov3y_rate,0.0030000000000001,1.0,0.0,0.871,0.4249999999999998,0.1,1031.7,1005.31,1425.04,-0.0347118263473053,-37.09999999999991,0.0,0.0,425653.1,-0.0693501284184708,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
head,2014-05,69500,risk_relief,위험 완화 우세,-0.1228045937799125,True,-1.847939207432745,2.49,2.65,3.24,2.638,2.816,3.338,8.934,2.73,2.57,2.816,gov3y_rate,-0.0570000000000003,0.0,0.0,0.7000000000000002,0.4240000000000004,0.08,1021.6,1004.18,1389.63,-0.0097896675390133,-10.100000000000025,0.0,0.0,425653.1,-0.0693501284184708,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
head,2014-06,69500,neutral_watch,중립 관찰,-0.0270444148162269,True,1.363801404572393,2.49,2.65,3.1,2.579,2.681,3.17,8.792,2.71,2.57,2.681,gov3y_rate,-0.1349999999999998,0.0,0.0,0.5909999999999997,0.419,0.06,1014.4,1000.0,1384.15,-0.0070477682067345,-7.2000000000000455,0.0,0.0,447905.8,0.0522789567373056,-0.0693501284184708,-6.93501284184708,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0,,,,
head,2014-07,69500,risk_relief,위험 완화 우세,-0.4149218900336084,True,-3.995039846365795,2.49,2.65,2.92,2.423,2.515,3.052,8.625,2.7,2.57,2.515,gov3y_rate,-0.1659999999999999,0.0,0.0,0.629,0.4049999999999998,0.0500000000000002,1024.3,995.72,1371.84,0.0097594637223974,9.899999999999975,1.0,0.0,447905.8,0.0522789567373056,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
head,2014-08,69500,neutral_watch,중립 관찰,0.0527379016096404,True,3.978132327334589,2.24,2.4,2.884,2.359,2.511,3.034,8.622,2.42,2.32,2.511,gov3y_rate,-0.004,0.0,0.0,0.6749999999999998,0.3729999999999998,0.02,1013.6,977.58,1336.23,-0.0104461583520452,-10.699999999999932,0.0,0.0,447905.8,0.0522789567373056,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0,,,,
head,2014-09,69500,accident_zone,강한 위험 구간,0.193083899983285,True,6.33516352484672,2.24,2.35,2.68,2.207,2.297,2.854,8.428,2.41,2.32,2.297,gov3y_rate,-0.2139999999999999,0.0,0.0,0.6470000000000002,0.383,0.06,1050.6,960.24,1333.32,0.0365035516969216,36.999999999999886,1.0,0.0,445193.0,-0.0060566306576069,0.0522789567373056,5.22789567373056,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,1,0,0,0,hsi_risk_only,0,1,,,,
head,2014-10,69500,accident_zone,강한 위험 구간,0.2933740862369918,True,1.058412581603242,1.97,2.14,2.487,2.074,2.138,2.645,8.244,2.23,2.07,2.138,gov3y_rate,-0.1590000000000002,0.0,0.0,0.5710000000000002,0.3490000000000002,0.0899999999999998,1054.0,964.05,1328.78,0.0032362459546926,3.400000000000091,1.0,0.0,445193.0,-0.0060566306576069,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
head,2014-11,69500,risk_relief,위험 완화 우세,-0.0939076007844749,True,-2.531981727591238,1.99,2.13,2.392,2.008,2.074,2.589,8.2,2.23,2.07,2.074,gov3y_rate,-0.064,0.0,0.0,0.581,0.318,0.1,1101.1,933.85,1372.19,0.0446869070208728,47.09999999999991,1.0,0.0,445193.0,-0.0060566306576069,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
head,2014-12,69500,risk_warning,위험 악화 우세,0.2139829302647789,True,1.970027037626278,2.01,2.13,2.433,2.069,2.099,2.597,8.261,2.33,2.07,2.099,gov3y_rate,0.0250000000000003,1.0,0.0,0.528,0.3339999999999996,0.2000000000000001,1098.2,910.01,1334.97,-0.002633729906457,-2.899999999999864,0.0,0.0,469222.9,0.0539763653067322,-0.0060566306576069,-0.60566306576069,decimal_as_is,contraction_below_0,1.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
head,2015-01,69500,risk_relief,위험 완화 우세,-0.1123818121082536,True,-4.162284326062073,2.0,2.12,2.274,1.962,1.97,2.24,8.142,2.23,2.07,1.97,gov3y_rate,-0.1290000000000002,0.0,0.0,0.2780000000000002,0.304,0.1099999999999998,1090.8,921.36,1235.66,-0.0067382990347842,-7.400000000000091,0.0,0.0,469222.9,0.0539763653067322,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
head,2015-02,69500,risk_relief,위험 완화 우세,-0.2036221086337012,True,0.4119503470043598,1.99,2.1,2.291,1.997,2.034,2.353,8.197,2.23,2.07,2.034,gov3y_rate,0.0639999999999998,1.0,1.7073440690290496,0.3560000000000001,0.2570000000000001,0.1299999999999999,1099.2,920.72,1230.66,0.0077007700770077,8.400000000000091,1.0,0.3081818201044174,469222.9,0.0539763653067322,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.9999999995038517,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
head,2015-03,69500,risk_relief,위험 완화 우세,-0.1627975271702166,True,-1.297731852482877,1.74,1.85,1.992,1.722,1.721,2.16,7.887,1.88,1.82,1.721,gov3y_rate,-0.3129999999999997,0.0,-2.834024777797518,0.4380000000000001,0.2709999999999999,0.0299999999999998,1105.0,920.26,1196.77,0.0052765647743813,5.7999999999999545,1.0,0.1782108329649477,436985.1,-0.0687046604076656,0.0539763653067322,5.39763653067322,decimal_as_is,strong_above_3,0.0,0.0,0.8816753691052234,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
head,2015-04,69500,risk_relief,위험 완화 우세,-0.4568921078045211,True,-6.563829957486325,1.74,1.8,2.08,1.756,1.843,2.414,7.989,1.87,1.82,1.843,gov3y_rate,0.1219999999999998,1.0,1.913413707179742,0.6580000000000001,0.2370000000000001,0.07,1068.1,897.22,1187.03,-0.0333936651583711,-36.90000000000009,0.0,-1.780373252414141,436985.1,-0.0687046604076656,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.036017360011529,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
head,2015-05,69500,risk_warning,위험 악화 우세,0.193740913446028,True,4.702460010499188,1.74,1.8,2.006,1.687,1.745,2.308,7.917,1.86,1.8,1.745,gov3y_rate,-0.0979999999999998,0.0,-0.2490703234435256,0.6209999999999998,0.2609999999999997,0.06,1108.0,894.63,1215.2,0.0373560528040446,39.90000000000009,1.0,1.7893078387361478,436985.1,-0.0687046604076656,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.7556191206885773,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
head,2015-06,69500,neutral_watch,중립 관찰,0.0937720081625135,True,2.050369399188028,1.5,1.65,2.007,1.61,1.793,2.451,7.917,1.69,1.55,1.793,gov3y_rate,0.0479999999999998,1.0,1.0600480722977257,0.841,0.2140000000000002,0.04,1124.1,917.15,1260.51,0.0145306859205776,16.09999999999991,1.0,0.5617772701442733,456539.0,0.0447472922989822,-0.0687046604076656,-6.870466040766559,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999993834108,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,0,0,1,0,macro_risk_only,0,1,,,,
tail,2023-03,69500,risk_relief,위험 완화 우세,-0.3687604589315882,True,-1.946459586674391,3.569,3.59,4.074,3.274,3.27,3.34,10.457,3.97,3.58,3.27,gov3y_rate,-0.5270000000000001,0.0,-2.180463237403672,0.0659999999999998,0.8039999999999998,0.3800000000000003,1303.8,981.44,1421.53,-0.0103233642022165,-13.600000000000136,0.0,-0.4570815016851569,531551.9,-0.0772498237137702,0.0363033346897612,3.63033346897612,decimal_as_is,strong_above_3,0.0,0.0,0.9999999996208596,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0,,,,
tail,2023-04,69500,risk_relief,위험 완화 우세,-0.3122396486268336,True,-1.071436483907194,3.549,3.52,4.105,3.281,3.293,3.36,10.486,3.97,3.58,3.293,gov3y_rate,0.0230000000000001,1.0,-0.1299638648104615,0.0789999999999997,0.8120000000000003,0.4500000000000002,1339.9,1000.63,1477.64,0.0276882957508821,36.100000000000136,1.0,0.8986908488034949,531551.9,-0.0772498237137702,-0.0772498237137702,-7.7249823713770205,decimal_as_is,contraction_below_0,1.0,0.0,0.7473129448315692,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
tail,2023-05,69500,risk_relief,위험 완화 우세,-0.3897796350548849,True,-3.326662846700155,3.543,3.76,4.262,3.54,3.459,3.532,10.653,3.97,3.58,3.459,gov3y_rate,0.1659999999999999,1.0,0.350283243877089,-0.008,0.8029999999999995,0.2100000000000004,1322.2,945.98,1418.99,-0.0132099410403762,-17.700000000000045,0.0,-0.5607974219648258,531551.9,-0.0772498237137702,-0.0772498237137702,-7.7249823713770205,decimal_as_is,contraction_below_0,1.0,0.0,0.2310598674181547,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
tail,2023-06,69500,risk_relief,위험 완화 우세,-0.2817650585348626,True,0.1260750834127763,3.767,3.75,4.473,3.563,3.662,3.675,10.86,3.98,3.58,3.662,gov3y_rate,0.2029999999999998,1.0,0.4478214066843073,0.1119999999999996,0.8109999999999999,0.2299999999999999,1312.8,906.97,1426.55,-0.0071093631825746,-9.400000000000093,0.0,-0.3233309869689401,559956.3,0.0534367387267358,-0.0772498237137702,-7.7249823713770205,decimal_as_is,contraction_below_0,1.0,0.0,0.161434264587021,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
tail,2023-07,69500,neutral_watch,중립 관찰,-0.035458919653989,True,0.831660462310399,3.488,3.74,4.467,3.523,3.681,3.761,10.867,3.99,3.58,3.681,gov3y_rate,0.0190000000000001,1.0,-0.204171352910197,0.238,0.7859999999999996,0.25,1280.0,908.28,1411.33,-0.0249847653869591,-32.799999999999955,0.0,-0.9855131200341232,559956.3,0.0534367387267358,0.0534367387267358,5.34367387267358,decimal_as_is,strong_above_3,0.0,0.0,0.9999999991594408,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0,,,,
tail,2023-08,69500,risk_relief,위험 완화 우세,-0.0648296496679678,True,2.700565959426427,3.62,3.69,4.473,3.5,3.711,3.821,10.891,3.99,3.58,3.711,gov3y_rate,0.0299999999999998,1.0,-0.1728853696612675,0.3210000000000002,0.762,0.3000000000000002,1321.4,905.07,1444.36,0.0323437500000001,41.40000000000009,1.0,1.0476792123715153,559956.3,0.0534367387267358,0.0534367387267358,5.34367387267358,decimal_as_is,strong_above_3,0.0,0.0,0.7167124582106212,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
tail,2023-09,69500,risk_warning,위험 악화 우세,0.0654893995747168,True,2.119556098319075,3.829,3.83,4.658,3.661,3.884,4.03,11.073,4.04,3.58,3.884,gov3y_rate,0.173,1.0,0.3312245249059492,0.3690000000000002,0.7740000000000005,0.2099999999999999,1344.8,902.22,1421.72,0.0177084909943998,23.399999999999864,1.0,0.4924130529295266,563643.3,0.0065844423930938,0.0534367387267358,5.34367387267358,decimal_as_is,strong_above_3,0.0,0.0,0.9999999987858738,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
tail,2023-10,69500,accident_zone,강한 위험 구간,0.4852812638111254,True,5.749613103733433,3.5,3.82,4.908,3.74,4.085,4.325,11.288,4.31,3.58,4.085,gov3y_rate,0.201,1.0,0.4037335436157777,0.585,0.8230000000000004,0.4899999999999997,1352.8,907.04,1435.86,0.0059488399762046,8.0,1.0,0.060380555478316,563643.3,0.0065844423930938,0.0065844423930938,0.65844423930938,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999978453572,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
tail,2023-11,69500,risk_relief,위험 완화 우세,-0.1023961805187102,True,-5.435208689315354,3.67,3.84,4.319,3.653,3.583,3.699,10.756,4.31,3.58,3.583,gov3y_rate,-0.5019999999999998,0.0,-2.0363720892009,0.0459999999999998,0.7359999999999998,0.4699999999999997,1289.0,877.29,1414.16,-0.0471614429331755,-63.79999999999996,0.0,-1.85842069619898,563643.3,0.0065844423930938,0.0065844423930938,0.65844423930938,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999997432468,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0,,,,
tail,2023-12,69500,risk_relief,위험 완화 우세,-0.4412260851863083,True,-6.053892877221196,3.6,3.83,3.898,3.434,3.154,3.183,10.342,4.27,3.58,3.154,gov3y_rate,-0.4290000000000002,0.0,-1.63964543769517,-0.2510000000000003,0.7440000000000002,0.4399999999999995,1294.4,914.16,1437.75,0.004189294026377,5.400000000000091,1.0,-0.0179966458055571,588068.9,0.0433352086328355,0.0065844423930938,0.65844423930938,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999993967336,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,1,1,0,macro_risk_only,0,1,,,,
tail,2024-01,69500,risk_warning,위험 악화 우세,0.2714372697089707,True,7.610845892993831,3.613,3.68,4.002,3.336,3.261,3.345,10.424,4.23,3.58,3.261,gov3y_rate,0.1070000000000002,1.0,0.1469933661082713,0.0090000000000003,0.7409999999999997,0.5500000000000003,1330.6,901.89,1443.1,0.0279666254635351,36.19999999999982,1.0,0.787718078598796,588068.9,0.0433352086328355,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.9999999989301512,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0,,,,
tail,2024-02,69500,risk_relief,위험 완화 우세,-0.1630432180896449,True,-4.066585611526653,3.463,3.69,4.037,3.496,3.385,3.475,10.4,4.23,3.58,3.385,gov3y_rate,0.1239999999999996,1.0,0.1907449021851192,-0.0209999999999999,0.6520000000000001,0.5400000000000005,1334.0,885.76,1445.92,0.0025552382383886,3.400000000000091,1.0,-0.0956340692077999,588068.9,0.0433352086328355,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.3321152813092188,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
tail,2024-03,69500,risk_relief,위험 완화 우세,-0.3227410806763,True,-4.792738779673515,3.574,3.64,3.926,3.384,3.322,3.413,10.149,4.2,3.58,3.322,gov3y_rate,-0.0629999999999997,0.0,-0.4063057322173214,0.0289999999999999,0.6040000000000001,0.56,1346.8,889.48,1452.93,0.0095952023988006,12.799999999999956,1.0,0.1382638270584354,550377.7,-0.0640931700350079,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.4922087547881965,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0,,,,
