apply_date,strategy_return_gross,turnover,w_069500,lambda
2017-06-30,0.016954900000000005,0.0,0.7000000000000001,1.0
2017-07-31,0.005548300000000001,0.0,0.7000000000000001,1.0
2017-08-31,-0.009937199999999998,0.19999999999999998,0.5,1.0
2017-09-30,-0.0001006999999999999,0.55,0.0,1.0
2017-10-31,0.02470155,0.55,0.5,1.0
2017-11-30,-0.0167868,0.19999999999999998,0.7000000000000001,1.0
2017-12-31,0.0011621,0.7,0.0,1.0
2018-01-31,1.6399999999999965e-05,0.0,0.0,1.0
2018-02-28,-0.0098065,0.35,0.2,1.0
2018-03-31,0.0019034999999999998,0.35,0.0,1.0
2018-04-30,0.0015907999999999999,0.0,0.0,1.0
2018-05-31,-0.0176609,0.55,0.5,1.0
2018-06-30,0.0020967,0.55,0.0,1.0
2018-07-31,0.0015896999999999999,0.0,0.0,1.0
2018-08-31,0.0049798,0.44999999999999996,0.35,1.0
