strategy,window_start,window_end,months,cumulative_return_pct,cagr_pct,vol_pct,mdd_pct,sharpe,negative_cum_return
lambda_0.1,2014-02-28,2017-01-31,36,8.95408303564662,2.899793527177552,4.449330271537164,-6.324998130337756,0.6648107486099452,False
lambda_0.1,2014-03-31,2017-02-28,36,8.090639127282984,2.627250761522104,4.419738391014196,-6.324998130337745,0.6088277317361772,False
lambda_0.1,2014-04-30,2017-03-31,36,10.696483019961423,3.445421688479655,4.614576431680635,-6.324998130337756,0.757464593521192,False
lambda_0.1,2014-05-31,2017-04-30,36,12.752745389551956,4.082019060661901,4.639264379193679,-6.324998130337733,0.8863300046097304,False
lambda_0.1,2014-06-30,2017-05-31,36,15.672738681616627,4.972854261994741,5.043622612960559,-6.324998130337745,0.9885587117281828,False
lambda_0.1,2014-07-31,2017-06-30,36,17.1306694815329,5.412037663649172,5.077891882888237,-6.324998130337745,1.064791675204762,False
lambda_0.1,2014-08-31,2017-07-31,36,14.920088115234265,4.744682202108685,4.939843957409045,-6.324998130337733,0.9640982736388677,False
lambda_0.1,2014-09-30,2017-08-31,36,14.683519403656152,4.672758782562303,4.96106791656111,-6.324998130337745,0.9462818052503766,False
lambda_0.1,2014-10-31,2017-09-30,36,18.359160847297893,5.77928467348936,4.8529098352860105,-6.324998130337745,1.183923215045014,False
lambda_0.1,2014-11-30,2017-10-31,36,22.878272918137597,7.108770202850745,4.933152842054246,-6.324998130337745,1.4199362992536468,False
lambda_0.1,2014-12-31,2017-11-30,36,20.43893695800083,6.395265961734853,5.04798971996862,-6.324998130337722,1.2556045699298082,False
lambda_0.1,2015-01-31,2017-12-31,36,22.34176877097862,6.952658700647185,4.950958609717762,-6.324998130337756,1.3853740260941574,False
lambda_0.1,2015-02-28,2018-01-31,36,21.94932719099476,6.83817714026751,4.932768698493584,-6.324998130337745,1.3684735185426324,False
lambda_0.1,2015-03-31,2018-02-28,36,18.878120185313097,5.9336597430180715,5.214490377933952,-6.324998130337756,1.1333324922751349,False
lambda_0.1,2015-04-30,2018-03-31,36,17.828625635177065,5.62099895282262,5.188787470423674,-6.324998130337745,1.0814592454139167,False
lambda_0.1,2015-05-31,2018-04-30,36,16.567378456559155,5.242787673774307,5.111096092844155,-5.288239894051438,1.0266457121623196,False
lambda_0.1,2015-06-30,2018-05-31,36,16.414308839229452,5.196701224476663,5.124973781188105,-3.6253934686762412,1.0154183854830507,False
