strategy_name,year_month,return_year_month,hsi_state,state_kr,allocation_rule_name,strategy_return,turnover,cumulative_return,running_max,drawdown,weight_069500,weight_114260,weight_153130,return_069500,return_114260,return_153130
EW,2014-11,2014-12,EW,동일가중,equal_weight,-0.0073059999999999,0.0,1.0487637750167786,1.068614664293011,-0.0185762837995168,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.024323,0.0011,0.001305
EW,2014-12,2015-01,risk_warning,위험 악화 우세,equal_weight,0.0122286666666666,0.0,1.061588757633534,1.068614664293011,-0.0065747803153397,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.027766,0.006721,0.002199
EW,2014-12,2015-01,EW,동일가중,,0.0122286666666666,0.0,1.061588757633534,1.068614664293011,-0.0065747803153397,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.027766,0.006721,0.002199
EW,2014-12,2015-01,EW,동일가중,equal_weight,0.0122286666666666,0.0,1.061588757633534,1.068614664293011,-0.0065747803153397,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.027766,0.006721,0.002199
EW,2015-01,2015-02,risk_relief,위험 완화 우세,equal_weight,0.001101,0.0,1.0627575668556883,1.068614664293011,-0.0054810191484669,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.002367,-0.000361,0.001297
EW,2015-01,2015-02,EW,동일가중,,0.001101,0.0,1.0627575668556883,1.068614664293011,-0.0054810191484669,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.002367,-0.000361,0.001297
EW,2015-01,2015-02,EW,동일가중,equal_weight,0.001101,0.0,1.0627575668556883,1.068614664293011,-0.0054810191484669,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.002367,-0.000361,0.001297
EW,2015-02,2015-03,risk_relief,위험 완화 우세,equal_weight,0.0110636666666666,0.0,1.0745155623228573,1.0745155623228573,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020067,0.010484,0.00264
EW,2015-02,2015-03,EW,동일가중,,0.0110636666666666,0.0,1.0745155623228573,1.0745155623228573,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020067,0.010484,0.00264
EW,2015-02,2015-03,EW,동일가중,equal_weight,0.0110636666666666,0.0,1.0745155623228573,1.0745155623228573,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020067,0.010484,0.00264
EW,2015-03,2015-04,risk_relief,위험 완화 우세,equal_weight,0.0128259999999999,0.0,1.0882972989252102,1.0882972989252102,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.040226,-0.003139,0.001391
EW,2015-03,2015-04,EW,동일가중,,0.0128259999999999,0.0,1.0882972989252102,1.0882972989252102,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.040226,-0.003139,0.001391
EW,2015-03,2015-04,EW,동일가중,equal_weight,0.0128259999999999,0.0,1.0882972989252102,1.0882972989252102,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.040226,-0.003139,0.001391
EW,2015-04,2015-05,risk_relief,위험 완화 우세,equal_weight,-0.0057116666666666,0.0,1.0820813075195157,1.0882972989252102,-0.0057116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.022514,0.004139,0.00124
EW,2015-04,2015-05,EW,동일가중,,-0.0057116666666666,0.0,1.0820813075195157,1.0882972989252102,-0.0057116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.022514,0.004139,0.00124
EW,2015-04,2015-05,EW,동일가중,equal_weight,-0.0057116666666666,0.0,1.0820813075195157,1.0882972989252102,-0.0057116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.022514,0.004139,0.00124
EW,2015-05,2015-06,risk_warning,위험 악화 우세,equal_weight,-0.0109959999999999,0.0,1.070182741462031,1.0882972989252102,-0.01664486118,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.034357,-0.000266,0.001635
EW,2015-05,2015-06,EW,동일가중,,-0.0109959999999999,0.0,1.070182741462031,1.0882972989252102,-0.01664486118,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.034357,-0.000266,0.001635
EW,2015-05,2015-06,EW,동일가중,equal_weight,-0.0109959999999999,0.0,1.070182741462031,1.0882972989252102,-0.01664486118,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.034357,-0.000266,0.001635
EW,2015-06,2015-07,neutral_watch,중립 관찰,equal_weight,-0.0099076666666666,0.0,1.059579727587206,1.0882972989252102,-0.0263876161103822,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.033594,0.002437,0.001434
EW,2015-06,2015-07,EW,동일가중,,-0.0099076666666666,0.0,1.059579727587206,1.0882972989252102,-0.0263876161103822,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.033594,0.002437,0.001434
EW,2015-06,2015-07,EW,동일가중,equal_weight,-0.0099076666666666,0.0,1.059579727587206,1.0882972989252102,-0.0263876161103822,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.033594,0.002437,0.001434
EW,2015-07,2015-08,accident_zone,강한 위험 구간,equal_weight,-0.014367,0.0,1.0443567456409604,1.0882972989252102,-0.0403755052297244,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.04711,0.002972,0.001037
EW,2015-07,2015-08,EW,동일가중,,-0.014367,0.0,1.0443567456409604,1.0882972989252102,-0.0403755052297244,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.04711,0.002972,0.001037
EW,2015-07,2015-08,EW,동일가중,equal_weight,-0.014367,0.0,1.0443567456409604,1.0882972989252102,-0.0403755052297244,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.04711,0.002972,0.001037
EW,2015-08,2015-09,accident_zone,강한 위험 구간,equal_weight,0.009507,0.0,1.054285445221769,1.0882972989252102,-0.0312523551579435,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020725,0.006315,0.001481
EW,2015-08,2015-09,EW,동일가중,,0.009507,0.0,1.054285445221769,1.0882972989252102,-0.0312523551579435,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020725,0.006315,0.001481
EW,2015-08,2015-09,EW,동일가중,equal_weight,0.009507,0.0,1.054285445221769,1.0882972989252102,-0.0312523551579435,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020725,0.006315,0.001481
